,movie_candidates
247,260 2959 110
248,260 2959 110
249,260 2959 110
250,260 356 593
251,260 356 <eos>
252,260 356 593
253,260 2959 <eos>
254,260 593 <eos>
255,260 356 593
256,260 593 296
257,260 356 593
258,260 356 593
259,260 593 2959
260,260 593 <eos>
261,260 593 <eos>
262,260 356 <eos>
263,260 593 <eos>
264,260 356 <eos>
265,260 296 110
266,260 296 2959
267,260 593 <eos>
268,260 356 <eos>
269,260 356 296
270,260 593 <eos>
271,260 356 593
272,260 356 593
273,260 356 593
274,260 593 <eos>
275,260 356 <eos>
276,260 593 296
277,260 356 593
278,260 356 296
279,260 356 <eos>
280,260 356 296
281,260 356 593
282,260 296 2959
283,260 356 593
284,260 296 <eos>
285,260 356 593
286,260 2959 <eos>
287,260 356 296
288,260 356 593
289,260 296 2959
290,260 356 <eos>
291,260 593 296
292,260 356 296
293,260 593 <eos>
294,260 356 296
295,260 356 593
296,260 356 296
297,260 356 <eos>
298,260 593 <eos>
299,260 356 296
300,296 2959 110
301,296 2959 110
302,296 2959 <eos>
303,296 2959 110
304,296 2959 110
305,296 2959 110
306,296 2959 <eos>
307,296 2959 110
308,296 2959 110
309,296 2959 110
310,296 2959 110
311,296 2959 <eos>
312,296 2959 110
313,296 2959 110
314,296 2959 <eos>
315,296 2959 110
316,296 2959 <eos>
317,296 2959 <eos>
318,296 2959 110
319,296 2959 110
320,296 110 318
321,296 2959 110
322,296 2959 110
323,296 2959 110
324,296 2959 110
325,296 2959 <eos>
326,296 2959 <eos>
327,296 2959 110
328,296 2959 110
329,296 2959 110
330,296 2959 <eos>
331,296 2959 <eos>
332,296 <eos> 110
333,296 2959 110
334,296 2959 110
335,296 2959 <eos>
336,296 2959 110
337,296 2959 110
338,296 2959 110
339,296 2959 110
340,296 2959 110
341,296 2959 <eos>
342,296 2959 110
343,296 2959 <eos>
344,296 2959 110
345,296 2959 <eos>
346,296 2959 110
347,296 2959 <eos>
348,296 2959 110
349,296 2959 <eos>
350,296 2959 110
351,296 2959 <eos>
352,296 2959 110
353,296 2959 <eos>
354,296 2959 110
355,296 2959 <eos>
356,296 2959 110
357,296 2959 <eos>
358,296 2959 110
359,296 2959 <eos>
360,296 2959 110
361,296 2959 <eos>
362,296 2959 110
363,296 2959 110
364,296 2959 110
365,296 2959 110
366,296 2959 <eos>
367,296 2959 110
368,296 2959 110
369,296 2959 110
370,296 2959 110
371,296 2959 110
372,296 2959 110
373,296 2959 <eos>
374,296 2959 110
375,296 2959 110
376,296 2959 <eos>
377,296 <eos> 110
378,296 2959 <eos>
379,296 2959 <eos>
380,296 2959 110
381,296 2959 110
382,296 <eos> 110
383,296 2959 110
384,296 2959 <eos>
385,296 2959 <eos>
386,296 2959 <eos>
387,296 2959 110
388,296 2959 <eos>
389,296 110 318
390,296 <eos> 110
391,296 2959 <eos>
392,296 110 318
393,296 2959 <eos>
394,296 2959 110
395,296 <eos> 110
396,296 2959 110
397,296 2959 110
398,296 2959 <eos>
399,296 2959 110
400,318 1196 527
401,318 2571 260
402,318 527 356
403,318 527 110
404,318 2571 527
405,318 1196 2571
406,318 1196 2571
407,318 1196 2571
408,318 2571 593
409,318 1196 2571
410,318 260 356
411,318 2571 527
412,318 2571 527
413,318 2571 593
414,318 527 260
415,318 2571 527
416,318 2571 527
417,318 1196 2571
418,318 1196 2571
419,318 2571 356
420,318 2571 527
421,318 527 356
422,318 2571 527
423,318 527 356
424,318 1196 2571
425,318 356 296
426,318 527 356
427,318 527 260
428,318 527 110
429,318 1196 2571
430,318 2571 527
431,318 1196 2571
432,318 356 2959
433,318 2571 527
434,318 1196 260
435,318 2571 593
436,318 2571 527
437,318 2571 527
438,318 2571 527
439,318 2571 527
440,318 2571 527
441,318 2571 527
442,318 1196 2571
443,318 1196 2571
444,318 2571 356
445,318 1196 2571
446,318 2571 527
447,318 527 356
448,318 2571 527
449,318 1196 2571
450,318 527 260
451,318 2571 527
452,318 1196 2571
453,318 2571 527
454,318 1196 2571
455,318 1196 2571
456,318 2571 356
457,318 2571 527
458,318 527 356
459,318 527 260
460,318 1196 2571
461,318 2571 527
462,318 2571 260
463,318 356 296
464,318 2571 260
465,318 527 260
466,318 1196 2571
467,318 2571 527
468,318 2571 593
469,318 2571 527
470,318 2571 527
471,318 1196 2571
472,318 527 356
473,318 2571 527
474,318 2571 593
475,318 1196 2571
476,318 527 110
477,318 2571 593
478,318 2571 527
479,318 1196 2571
480,318 1196 2571
481,318 1196 2571
482,318 1196 2571
483,318 2571 527
484,318 1196 2571
485,318 527 593
486,318 1196 2571
487,318 2571 527
488,318 2571 527
489,318 260 593
490,318 527 260
491,318 1196 527
492,318 1196 2571
493,318 527 260
494,318 1196 2571
495,318 2571 527
496,318 1196 527
497,318 527 356
498,318 2571 527
499,318 1196 527
500,356 2959 110
501,356 2959 110
502,356 <eos> 110
503,356 2959 110
504,356 2959 <eos>
505,356 2959 110
506,356 593 2959
507,356 593 2959
508,356 2959 <eos>
509,356 296 110
510,356 2959 <eos>
511,356 2959 <eos>
512,356 296 <eos>
513,356 296 <eos>
514,356 2959 110
515,356 296 110
516,356 593 2959
517,356 2959 110
518,356 296 110
519,356 2959 <eos>
520,356 296 110
521,356 296 2959
522,356 296 2959
523,356 2959 <eos>
524,356 2959 110
525,356 2959 <eos>
526,356 2959 110
527,356 593 296
528,356 296 <eos>
529,356 593 2959
530,356 2959 110
531,356 593 296
532,356 2959 110
533,356 593 296
534,356 296 2959
535,356 <eos> 110
536,356 593 296
537,356 593 110
538,356 593 296
539,356 2959 110
540,356 <eos> 110
541,356 593 296
542,356 2959 110
543,356 296 110
544,356 296 110
545,356 593 296
546,356 296 110
547,356 593 296
548,356 296 2959
549,356 2959 110
550,356 296 110
551,356 <eos> 110
552,356 2959 110
553,356 2959 110
554,356 <eos> 110
555,356 593 2959
556,356 2959 <eos>
557,356 593 296
558,356 296 <eos>
559,356 593 <eos>
560,356 <eos> 110
561,356 <eos> 110
562,356 593 296
563,356 2959 110
564,356 593 296
565,356 296 2959
566,356 2959 110
567,356 296 110
568,356 296 110
569,356 296 110
570,356 296 <eos>
571,356 2959 110
572,356 2959 110
573,356 <eos> 110
574,356 593 2959
575,356 593 2959
576,356 2959 110
577,356 <eos> 110
578,356 593 <eos>
579,356 296 <eos>
580,356 2959 <eos>
581,356 296 <eos>
582,356 2959 110
583,356 296 110
584,356 296 110
585,356 296 <eos>
586,356 2959 110
587,356 296 110
588,356 <eos> 110
589,356 2959 110
590,356 <eos> 110
591,356 296 <eos>
592,356 593 2959
593,356 2959 110
594,356 296 2959
595,356 2959 110
596,356 593 <eos>
597,356 <eos> 110
598,356 296 2959
599,356 296 2959
600,527 260 296
601,527 260 2959
602,527 260 110
603,527 356 296
604,527 260 2959
605,527 260 296
606,527 260 296
607,527 260 593
608,527 356 296
609,527 260 593
610,527 260 296
611,527 260 296
612,527 260 593
613,527 260 296
614,527 260 110
615,527 260 356
616,527 260 356
617,527 260 296
618,527 260 296
619,527 260 356
620,527 260 593
621,527 260 296
622,527 260 296
623,527 260 593
624,527 260 296
625,527 260 593
626,527 260 110
627,527 260 356
628,527 260 296
629,527 260 2959
630,527 260 356
631,527 260 296
632,527 260 593
633,527 260 356
634,527 260 356
635,527 260 356
636,527 593 2959
637,527 260 356
638,527 260 110
639,527 260 356
640,527 260 296
641,527 260 356
642,527 356 296
643,527 260 356
644,527 260 2959
645,527 260 296
646,527 260 296
647,527 260 356
648,527 356 296
649,527 260 593
650,527 260 296
651,527 260 593
652,527 2959 110
653,527 260 356
654,527 260 593
655,527 260 593
656,527 260 296
657,527 260 296
658,527 260 110
659,527 260 356
660,527 260 110
661,527 260 356
662,527 260 593
663,527 260 356
664,527 260 296
665,527 260 356
666,527 260 296
667,527 260 593
668,527 260 296
669,527 260 356
670,527 296 <eos>
671,527 260 296
672,527 260 593
673,527 260 296
674,527 260 356
675,527 260 593
676,527 260 356
677,527 260 296
678,527 260 296
679,527 260 356
680,527 260 110
681,527 356 593
682,527 260 593
683,527 260 356
684,527 260 356
685,527 260 593
686,527 260 296
687,527 260 593
688,527 260 593
689,527 356 593
690,527 260 356
691,527 260 356
692,527 260 296
693,527 260 356
694,527 260 110
695,527 593 296
696,527 260 296
697,527 260 356
698,527 260 356
699,527 260 356
700,593 296 <eos>
701,593 2959 <eos>
702,593 296 110
703,593 <eos> 110
704,593 296 2959
705,593 <eos> 110
706,593 2959 110
707,593 296 110
708,593 2959 <eos>
709,593 2959 110
710,593 2959 <eos>
711,593 2959 <eos>
712,593 2959 110
713,593 2959 <eos>
714,593 2959 110
715,593 2959 <eos>
716,593 296 2959
717,593 2959 <eos>
718,593 296 <eos>
719,593 296 <eos>
720,593 2959 <eos>
721,593 2959 <eos>
722,593 2959 110
723,593 2959 <eos>
724,593 <eos> 110
725,593 296 <eos>
726,593 2959 110
727,593 2959 <eos>
728,593 296 2959
729,593 2959 <eos>
730,593 2959 <eos>
731,593 2959 110
732,593 <eos> 110
733,593 <eos> 110
734,593 296 2959
735,593 2959 <eos>
736,593 2959 110
737,593 296 <eos>
738,593 296 <eos>
739,593 <eos> 110
740,593 296 110
741,593 296 <eos>
742,593 296 2959
743,593 296 110
744,593 2959 <eos>
745,593 2959 <eos>
746,593 296 2959
747,593 2959 <eos>
748,593 2959 <eos>
749,593 <eos> 110
750,593 2959 <eos>
751,593 296 <eos>
752,593 2959 <eos>
753,593 2959 110
754,593 296 <eos>
755,593 296 2959
756,593 296 2959
757,593 2959 <eos>
758,593 2959 <eos>
759,593 2959 <eos>
760,593 2959 <eos>
761,593 <eos> 110
762,593 296 <eos>
763,593 <eos> 110
764,593 <eos> 110
765,593 2959 <eos>
766,593 296 2959
767,593 296 <eos>
768,593 2959 <eos>
769,593 296 2959
770,593 2959 <eos>
771,593 296 110
772,593 2959 110
773,593 296 2959
774,593 2959 <eos>
775,593 296 <eos>
776,593 296 2959
777,593 296 <eos>
778,593 296 110
779,593 2959 <eos>
780,593 296 2959
781,593 296 <eos>
782,593 2959 <eos>
783,593 296 110
784,593 296 110
785,593 2959 110
786,593 296 2959
787,593 296 2959
788,593 296 <eos>
789,593 2959 110
790,593 296 <eos>
791,593 296 2959
792,593 296 2959
793,593 2959 <eos>
794,593 296 <eos>
795,593 2959 110
796,593 296 2959
797,593 <eos> 110
798,593 296 <eos>
799,593 296 2959
800,2571 527 356
801,2571 527 593
802,2571 527 356
803,2571 527 260
804,2571 527 593
805,2571 527 296
806,2571 527 296
807,2571 527 593
808,2571 527 356
809,2571 527 260
810,2571 527 260
811,2571 527 260
812,2571 527 260
813,2571 527 260
814,2571 527 296
815,2571 527 593
816,2571 527 260
817,2571 527 296
818,2571 527 260
819,2571 527 260
820,2571 527 260
821,2571 527 593
822,2571 527 296
823,2571 527 296
824,2571 527 260
825,2571 527 593
826,2571 527 260
827,2571 527 260
828,2571 527 260
829,2571 260 356
830,2571 527 296
831,2571 527 260
832,2571 527 260
833,2571 527 260
834,2571 527 260
835,2571 527 356
836,2571 527 260
837,2571 527 260
838,2571 527 593
839,2571 260 296
840,2571 527 260
841,2571 527 260
842,2571 527 260
843,2571 527 296
844,2571 527 260
845,2571 527 260
846,2571 527 356
847,2571 527 260
848,2571 527 260
849,2571 527 260
850,2571 527 260
851,2571 527 260
852,2571 527 260
853,2571 527 260
854,2571 527 356
855,2571 527 260
856,2571 527 260
857,2571 527 356
858,2571 527 260
859,2571 527 356
860,2571 527 260
861,2571 527 356
862,2571 527 260
863,2571 527 260
864,2571 527 296
865,2571 527 260
866,2571 527 260
867,2571 527 260
868,2571 527 356
869,2571 527 593
870,2571 527 593
871,2571 527 260
872,2571 527 260
873,2571 527 260
874,2571 527 260
875,2571 527 296
876,2571 527 260
877,2571 527 356
878,2571 527 296
879,2571 527 296
880,2571 260 356
881,2571 527 260
882,2571 527 296
883,2571 527 260
884,2571 527 260
885,2571 527 260
886,2571 527 356
887,2571 527 260
888,2571 527 260
889,2571 527 260
890,2571 527 260
891,2571 527 260
892,2571 527 593
893,2571 527 296
894,2571 527 260
895,2571 527 260
896,2571 527 260
897,2571 527 356
898,2571 527 260
899,2571 527 260
