,movie_candidates
135,"['110', '356', '527', '2571', '2959']"
136,"['110', '296', '318', '356', '593', '2571']"
137,"['110', '260', '296', '318', '356', '527']"
138,"['110', '2959']"
139,"['110', '296', '527', '593', '1196']"
140,"['110', '356', '527', '1196']"
141,"['110', '260', '296', '527', '1196', '2571']"
142,"['110', '296', '527', '593']"
143,"['110', '260', '318', '2959']"
144,"['110', '296', '356', '593', '2959']"
145,"['110', '260', '356', '593', '1196', '2959']"
146,"['110', '260', '296', '318', '356', '527']"
147,"['110', '260', '2959']"
148,"['110', '260', '296', '356', '593', '1196']"
149,"['110', '296', '356', '1196', '2959']"
150,"['110', '296', '318', '527', '593', '2959']"
151,"['110', '356', '593', '2571']"
152,"['110', '260', '318', '356', '593', '2959']"
153,"['110', '318', '2959']"
154,"['110', '260', '296', '527', '593', '2571']"
155,"['110', '260', '318', '356', '527', '2571']"
156,"['110', '260', '296', '318', '2571']"
157,"['110', '318', '527', '1196', '2571', '2959']"
158,"['110', '527', '593', '1196']"
159,"['110', '260', '356', '527', '1196', '2571']"
160,"['110', '527', '593', '2571', '2959']"
161,"['110', '260', '296', '356', '527', '1196']"
162,"['110', '1196', '2571', '2959']"
163,"['110', '296', '527', '593', '1196', '2571']"
164,"['110', '260', '318', '527', '1196', '2571']"
165,"['110', '296', '318', '2571', '2959']"
166,"['110', '593', '2959']"
167,"['110', '260', '356', '527', '593', '2959']"
168,"['110', '260', '527', '1196', '2571', '2959']"
169,"['110', '260', '296', '356']"
170,"['110', '260', '296', '318', '527', '593']"
171,"['110', '260', '296', '318', '356', '527']"
172,"['110', '296', '527', '593', '1196', '2571']"
173,"['110', '260', '318', '356', '593']"
174,"['110', '356', '527', '593', '1196', '2571']"
175,"['110', '260', '296', '527', '593', '1196']"
176,"['110', '260', '318', '356', '527', '593']"
177,"['110', '296', '356', '527', '593', '1196']"
178,"['110', '296', '356', '2571']"
179,"['110', '527', '593', '2571', '2959']"
180,"['110', '318', '356', '593', '1196']"
181,"['110', '260', '296']"
182,"['110', '296', '318', '527', '2571']"
183,"['110', '296', '356', '527', '1196']"
184,"['110', '260', '356', '2571', '2959']"
185,"['110', '260', '356', '527', '593', '1196']"
186,"['110', '296', '318', '356', '527', '2571']"
187,"['110', '318', '356', '2571']"
188,"['110', '260', '296', '356', '593']"
189,"['110', '296', '318', '2571', '2959']"
190,"['110', '260', '318', '356', '527', '593']"
191,"['110', '260', '296', '356', '527', '593']"
192,"['110', '527', '1196', '2959']"
193,"['110', '260', '318', '356', '527', '1196']"
194,"['110', '296', '318', '356', '527', '593']"
195,"['110', '260', '296', '318', '356', '527']"
196,"['110', '260', '318', '356', '527', '593']"
197,"['110', '296', '527', '2571']"
198,"['110', '318', '356', '527', '593', '2571']"
199,"['110', '260', '318', '356', '527', '2959']"
200,"['1196', '2571', '2959']"
201,"['1196', '2571']"
202,"['1196', '2571']"
204,"['1196', '2571']"
205,"['1196', '2571']"
208,"['1196', '2571', '2959']"
210,"['1196', '2959']"
211,"['1196', '2571']"
212,"['1196', '2571', '2959']"
213,"['1196', '2571']"
215,"['1196', '2571', '2959']"
216,"['1196', '2571', '2959']"
217,"['1196', '2571', '2959']"
218,"['1196', '2959']"
220,"['1196', '2571']"
221,"['1196', '2571']"
222,"['1196', '2571']"
223,"['1196', '2571', '2959']"
224,"['1196', '2571']"
225,"['1196', '2959']"
226,"['1196', '2571', '2959']"
227,"['1196', '2571']"
228,"['1196', '2571', '2959']"
229,"['1196', '2571']"
230,"['1196', '2571']"
231,"['1196', '2571']"
232,"['1196', '2571', '2959']"
233,"['1196', '2571', '2959']"
235,"['1196', '2959']"
236,"['1196', '2571']"
237,"['1196', '2571']"
238,"['1196', '2959']"
239,"['1196', '2959']"
240,"['1196', '2571', '2959']"
241,"['1196', '2571', '2959']"
243,"['1196', '2571', '2959']"
244,"['1196', '2959']"
245,"['1196', '2959']"
246,"['1196', '2571', '2959']"
247,"['1196', '2959']"
249,"['1196', '2571', '2959']"
250,"['1196', '2571']"
251,"['1196', '2571']"
252,"['1196', '2571']"
253,"['1196', '2571', '2959']"
254,"['1196', '2959']"
256,"['1196', '2571']"
257,"['1196', '2571', '2959']"
259,"['1196', '2571', '2959']"
260,"['1196', '2571', '2959']"
262,"['1196', '2959']"
263,"['1196', '2959']"
264,"['1196', '2571', '2959']"
265,"['1196', '2571', '2959']"
267,"['1196', '2571']"
270,"['1196', '2571']"
272,"['1196', '2959']"
274,"['1196', '2571']"
275,"['1196', '2571']"
277,"['1196', '2959']"
278,"['1196', '2959']"
281,"['1196', '2959']"
282,"['1196', '2959']"
283,"['1196', '2571', '2959']"
284,"['1196', '2571']"
285,"['1196', '2571', '2959']"
286,"['1196', '2571', '2959']"
287,"['1196', '2571']"
288,"['1196', '2571']"
289,"['1196', '2571']"
290,"['1196', '2571', '2959']"
291,"['1196', '2571']"
294,"['1196', '2571']"
295,"['1196', '2959']"
296,"['1196', '2571', '2959']"
298,"['1196', '2959']"
299,"['1196', '2571', '2959']"
300,"['1196', '2959']"
301,"['1196', '2571', '2959']"
303,"['1196', '2571', '2959']"
304,"['1196', '2571']"
305,"['1196', '2571']"
306,"['1196', '2571', '2959']"
307,"['1196', '2571']"
308,"['1196', '2571', '2959']"
310,"['1196', '2959']"
311,"['1196', '2571']"
312,"['1196', '2571', '2959']"
313,"['1196', '2571']"
314,"['1196', '2959']"
315,"['1196', '2571']"
316,"['1196', '2571', '2959']"
317,"['1196', '2959']"
320,"['1196', '2571', '2959']"
321,"['1196', '2571']"
324,"['1196', '2571']"
325,"['1196', '2959']"
326,"['1196', '2571']"
327,"['1196', '2571']"
331,"['1196', '2571', '2959']"
333,"['1196', '2959']"
334,"['1196', '2959']"
335,"['1196', '2959']"
336,"['1196', '2959']"
337,"['1196', '2959']"
338,"['1196', '2571']"
339,"['1196', '2571']"
340,"['1196', '2571', '2959']"
341,"['1196', '2571']"
342,"['1196', '2571']"
344,"['1196', '2571', '2959']"
345,"['1196', '2571']"
346,"['1196', '2571']"
347,"['1196', '2959']"
348,"['1196', '2959']"
349,"['1196', '2959']"
351,"['1196', '2959']"
352,"['1196', '2571', '2959']"
353,"['1196', '2571', '2959']"
355,"['1196', '2571', '2959']"
356,"['1196', '2959']"
357,"['1196', '2571', '2959']"
359,"['1196', '2959']"
360,"['1196', '2959']"
361,"['1196', '2571', '2959']"
364,"['1196', '2571']"
365,"['1196', '2959']"
368,"['1196', '2571']"
372,"['1196', '2959']"
373,"['1196', '2959']"
374,"['1196', '2571', '2959']"
375,"['1196', '2571']"
377,"['1196', '2571']"
378,"['1196', '2571']"
379,"['1196', '2959']"
380,"['1196', '2571']"
382,"['1196', '2959']"
383,"['1196', '2571']"
385,"['1196', '2571']"
386,"['1196', '2959']"
388,"['1196', '2959']"
389,"['1196', '2959']"
390,"['1196', '2571']"
391,"['1196', '2959']"
393,"['1196', '2571']"
395,"['1196', '2571']"
396,"['1196', '2959']"
398,"['1196', '2959']"
399,"['1196', '2571', '2959']"
400,"['260', '296', '356', '527', '1196', '2959']"
401,"['260', '1196', '2571']"
402,"['260', '296', '527', '2571', '2959']"
403,"['260', '296', '356', '527', '2959']"
404,"['260', '296', '356', '2959']"
405,"['260', '296', '356', '593', '1196', '2571']"
406,"['260', '296', '318', '593', '2959']"
407,"['260', '318', '356']"
408,"['260', '356', '527', '593', '2571']"
409,"['260', '296', '356', '527', '1196', '2571']"
410,"['260', '527', '593', '2571']"
411,"['260', '1196', '2571', '2959']"
412,"['260', '318', '356', '593', '2571', '2959']"
413,"['260', '296', '318', '527', '2959']"
414,"['260', '296', '527']"
415,"['260', '296', '318']"
416,"['260', '356', '593']"
417,"['260', '296', '527', '1196', '2571']"
418,"['260', '356', '593', '2571', '2959']"
419,"['260', '356', '527', '1196', '2571', '2959']"
420,"['260', '296', '318', '356', '527', '2571']"
421,"['260', '296', '318', '527', '593', '1196']"
422,"['260', '356', '527', '593', '1196', '2571']"
423,"['260', '318', '356', '527', '1196', '2571']"
424,"['260', '296', '1196', '2571']"
425,"['260', '296', '318', '356', '1196', '2571']"
426,"['260', '296', '318', '356', '593', '1196']"
427,"['260', '318', '1196']"
428,"['260', '296', '318', '356', '527', '1196']"
429,"['260', '296', '356', '593', '2571']"
430,"['260', '296', '356', '527', '1196', '2571']"
431,"['260', '296', '318', '527', '593']"
432,"['260', '296', '527']"
433,"['260', '318', '356', '593', '2959']"
434,"['260', '296', '356', '2571', '2959']"
435,"['260', '318', '356', '527', '1196', '2571']"
436,"['260', '593']"
437,"['260', '296', '593', '2571', '2959']"
438,"['260', '318', '527', '593', '1196', '2571']"
439,"['260', '356', '527', '593', '1196', '2959']"
440,"['260', '318', '356', '527', '593', '1196']"
441,"['260', '2571']"
442,"['260', '296', '356', '593', '1196', '2959']"
443,"['260', '356', '593', '1196', '2571', '2959']"
444,"['260', '296', '318', '527', '1196', '2959']"
445,"['260', '527', '1196', '2571', '2959']"
446,"['260', '296', '318', '1196', '2571', '2959']"
447,"['260', '296', '318', '527', '593']"
448,"['260', '356', '527', '1196', '2959']"
449,"['260', '318', '356', '527', '593', '2959']"
450,"['260', '356', '2959']"
451,"['260', '296', '318', '593', '1196', '2571']"
452,"['260', '296', '356', '2959']"
453,"['260', '296', '318', '356', '2571']"
454,"['260', '296', '318', '356', '1196', '2959']"
455,"['260', '318', '356', '527', '593', '2571']"
456,"['260', '296', '356', '527', '2959']"
457,"['260', '296', '593', '2571']"
458,"['260', '356', '527', '593']"
459,"['260', '296', '318', '356', '527']"
460,"['260', '318', '356', '1196', '2571', '2959']"
461,"['260', '318', '356', '593', '2959']"
462,"['260', '356', '527', '593', '1196', '2571']"
463,"['260', '2959']"
464,"['260', '296', '527', '593', '1196', '2571']"
465,"['260', '356', '527', '1196']"
466,"['260', '296', '318', '356', '527', '593']"
467,"['260', '318', '593', '2571', '2959']"
468,"['260', '296', '593']"
469,"['260', '356', '527']"
470,"['260', '318', '527', '593', '1196']"
471,"['260', '296', '318', '356', '527', '1196']"
472,"['260', '296', '356', '593', '2959']"
473,"['260', '593', '1196', '2571', '2959']"
474,"['260', '356', '1196', '2571', '2959']"
475,"['260', '356', '2571', '2959']"
476,"['260', '296', '318', '356', '527', '2571']"
477,"['260', '296', '318', '593', '1196', '2571']"
478,"['260', '296', '318', '593', '1196', '2571']"
479,"['260', '296', '318', '356', '593', '2959']"
480,"['260', '296', '318', '527', '593', '1196']"
481,"['260', '527', '593', '1196', '2571']"
482,"['260', '318', '356', '593']"
483,"['260', '356', '593', '2959']"
484,"['260', '296', '318', '593', '1196']"
485,"['260', '527', '593', '1196']"
486,"['260', '356', '527', '593', '2571']"
487,"['260', '318', '527', '593', '1196']"
488,"['260', '356', '2959']"
489,"['260', '296', '356', '527', '2571', '2959']"
490,"['260', '318', '356', '527', '1196', '2571']"
491,"['260', '356', '593', '2571']"
492,"['260', '296', '318', '1196']"
493,"['260', '356', '593', '2959']"
494,"['260', '296', '318', '527', '593', '2571']"
495,"['260', '296', '527', '2959']"
496,"['260', '356', '593']"
497,"['260', '296', '318', '527', '2571', '2959']"
498,"['260', '296', '2571', '2959']"
499,"['260', '296', '1196', '2571']"
500,"['260', '296', '318', '356', '593', '1196']"
501,"['260', '296', '318', '527', '593', '1196']"
502,"['260', '356', '1196', '2571']"
503,"['260', '296', '318', '356', '593', '1196']"
504,"['260', '296', '356', '593', '2571']"
505,"['260', '356', '527', '593', '1196', '2571']"
506,"['260', '296', '318', '356', '527', '593']"
507,"['260', '296', '527', '2959']"
508,"['260', '318', '2571', '2959']"
509,"['260', '318', '593', '1196']"
510,"['260', '296', '318', '593']"
511,"['260', '296', '356', '2571']"
512,"['260', '296', '593', '1196', '2571', '2959']"
513,"['260', '356', '527', '593', '1196', '2959']"
514,"['260', '318', '356', '527', '593', '1196']"
515,"['260', '527', '2959']"
516,"['260', '318']"
517,"['260', '296', '2571', '2959']"
518,"['260', '356', '527', '593', '2571', '2959']"
519,"['260', '593', '2571', '2959']"
520,"['260', '318', '356', '1196', '2959']"
521,"['260', '296', '2571', '2959']"
522,"['260', '2571', '2959']"
523,"['260', '296', '527', '2571', '2959']"
524,"['260', '2959']"
525,"['260', '318', '356', '527', '1196', '2571']"
526,"['260', '356', '527', '593', '1196', '2571']"
527,"['260', '296', '318', '2571']"
528,"['260', '296', '318', '356', '527', '2571']"
529,"['260', '296', '318', '356', '527', '593']"
530,"['260', '296', '318', '356', '527', '1196']"
531,"['260', '296', '527', '593', '1196', '2571']"
532,"['260', '318', '356', '593', '2571']"
533,"['260', '527', '593', '1196']"
534,"['260', '296', '318', '356', '593', '2959']"
535,"['260', '296', '356', '593', '2959']"
536,"['260', '296', '318', '527', '593', '1196']"
537,"['260', '527', '593', '2571', '2959']"
538,"['260', '527', '593', '1196', '2571']"
539,"['260', '296', '318', '356', '593', '1196']"
540,"['260', '356', '2571', '2959']"
541,"['260', '296', '2571']"
542,"['260', '318', '356', '593', '2959']"
543,"['260', '296', '527', '2571', '2959']"
544,"['260', '318', '593', '1196', '2571', '2959']"
545,"['260', '593', '1196', '2571', '2959']"
546,"['260', '296', '1196']"
547,"['260', '296', '318', '356', '593', '1196']"
548,"['260', '527', '2959']"
549,"['260', '593', '2571']"
550,"['260', '527', '593', '1196']"
551,"['260', '356', '2571', '2959']"
552,"['260', '296', '318', '356', '527', '593']"
553,"['260', '296', '356', '2571']"
554,"['260', '296', '527', '2959']"
555,"['260', '296', '593']"
556,"['260', '356', '527', '593', '1196', '2571']"
557,"['260', '296', '356', '1196', '2959']"
558,"['260', '593']"
560,"['260', '527', '1196']"
561,"['260', '318', '356', '1196', '2959']"
562,"['260', '318', '593']"
563,"['260', '296', '318', '1196', '2571']"
564,"['260', '296', '318', '527', '2571', '2959']"
565,"['260', '296', '318', '527', '593', '1196']"
566,"['260', '296', '527', '1196', '2571']"
567,"['260', '318', '356', '593', '1196', '2959']"
568,"['260', '318', '356', '593', '2571']"
569,"['260', '527', '593', '2959']"
570,"['260', '296', '318', '593', '1196', '2571']"
571,"['260', '318', '356', '527', '593', '1196']"
572,"['260', '356', '593', '2959']"
573,"['260', '318', '356', '527', '2571']"
574,"['260', '296', '318', '527', '593', '1196']"
575,"['260', '296', '318', '527', '593', '2571']"
576,"['260', '318', '356', '2959']"
577,"['260', '356', '593', '1196', '2571', '2959']"
578,"['260', '296', '318', '593', '1196', '2959']"
579,"['260', '318', '593', '1196', '2571']"
580,"['260', '296', '356', '593']"
581,"['260', '296', '318', '527', '593', '2571']"
582,"['260', '318', '356', '527', '1196', '2571']"
583,"['260', '296', '318', '356', '593', '1196']"
584,"['260', '296', '356', '527', '593', '1196']"
585,"['260', '296', '318', '356', '527', '1196']"
586,"['260', '1196']"
587,"['260', '296', '318', '356', '527', '2571']"
588,"['260', '296', '593', '2571', '2959']"
589,"['260', '318', '356', '2959']"
590,"['260', '527', '593', '2571']"
591,"['260', '296', '318', '356']"
592,"['260', '318', '527', '593', '1196', '2571']"
593,"['260', '356', '527', '593', '1196']"
594,"['260', '318', '356', '2959']"
595,"['260', '296', '318', '527', '1196']"
596,"['260', '318', '356', '593', '1196']"
597,"['260', '296', '318', '356', '527', '593']"
598,"['260', '593', '1196', '2571', '2959']"
599,"['260', '318', '356', '2571', '2959']"
600,"['296', '356', '527', '593', '1196', '2571']"
601,"['296', '318', '527', '593', '2571']"
602,"['296', '356', '593', '1196', '2571', '2959']"
603,"['296', '318', '527', '2571', '2959']"
604,"['296', '593', '1196', '2571']"
605,"['296', '318', '356', '527', '593']"
606,"['296', '356', '527', '1196', '2571', '2959']"
607,"['296', '318', '2959']"
608,"['296', '318', '356', '2571', '2959']"
609,"['296', '318', '527', '1196']"
610,"['296', '593', '1196', '2571']"
611,"['296', '527', '593', '1196', '2571']"
612,"['296', '318', '1196', '2959']"
613,"['296', '356', '1196', '2571', '2959']"
614,"['296', '318', '1196', '2571']"
615,"['296', '356', '593', '1196', '2571', '2959']"
616,"['296', '356', '527', '593', '1196', '2571']"
617,"['296', '318', '356', '527', '1196']"
618,"['296', '318', '356', '593', '2571']"
619,"['296', '318', '527', '593', '1196', '2571']"
620,"['296', '356', '1196']"
621,"['296', '593', '1196']"
622,"['296', '593']"
623,"['296', '527']"
624,"['296', '318', '356', '1196', '2571', '2959']"
626,"['296', '356', '527', '1196', '2571']"
627,"['296', '318', '356', '527', '593', '1196']"
628,"['296', '318', '527', '1196', '2959']"
629,"['296', '318', '593', '2571', '2959']"
630,"['296', '318', '593', '2571']"
631,"['296', '593', '2959']"
632,"['296', '318', '593', '1196', '2571']"
633,"['296', '356', '527', '593', '1196', '2571']"
634,"['296', '593', '1196', '2571', '2959']"
635,"['296', '356', '527', '593', '2571', '2959']"
636,"['296', '356', '593', '2571']"
637,"['296', '356', '527', '593', '2571']"
638,"['296', '318', '527', '2571', '2959']"
639,"['296', '318', '2571']"
640,"['296', '527', '1196', '2959']"
641,"['296', '593']"
642,"['296', '356', '1196']"
643,"['296', '318', '527', '593', '1196']"
644,"['296', '318', '356']"
645,"['296', '356', '593', '2571']"
646,"['296', '593']"
647,"['296', '527', '593', '2571']"
648,"['296', '318', '356', '527', '593', '1196']"
649,"['296', '527', '593', '1196']"
650,"['296', '2571', '2959']"
651,"['296', '356', '2571', '2959']"
652,"['296', '356', '593', '2571']"
653,"['296', '318', '527', '2571']"
654,"['296', '318', '356', '527', '2959']"
655,"['296', '318', '527', '1196', '2571', '2959']"
656,"['296', '318', '527', '2571']"
657,"['296', '356', '527', '1196']"
658,"['296', '527', '2959']"
659,"['296', '318', '1196', '2571', '2959']"
660,"['296', '318', '356', '527', '1196', '2959']"
661,"['296', '318', '356', '1196', '2959']"
662,"['296', '318', '593', '1196']"
663,"['296', '318', '356', '527', '2959']"
664,"['296', '318', '527', '2959']"
665,"['296', '318', '356', '593', '2571', '2959']"
666,"['296', '527', '593', '1196', '2571', '2959']"
667,"['296', '356', '527', '2571', '2959']"
668,"['296', '318', '1196', '2571']"
669,"['296', '318', '527', '593', '2959']"
670,"['296', '356', '527', '593']"
671,"['296', '318', '356', '593', '1196', '2571']"
672,"['296', '2959']"
673,"['296', '318', '593', '1196', '2959']"
674,"['296', '318', '356', '527', '2959']"
675,"['296', '356', '593', '2571', '2959']"
676,"['296', '318', '593', '2571', '2959']"
677,"['296', '318', '356', '527', '593', '2571']"
678,"['296', '318', '527', '593', '1196']"
679,"['296', '527', '593', '1196']"
680,"['296', '527', '593', '1196', '2571']"
681,"['296', '527', '593', '2571', '2959']"
682,"['296', '318', '356']"
683,"['296', '356', '527', '1196']"
684,"['296', '527', '2571']"
686,"['296', '1196', '2959']"
687,"['296', '318', '527', '593', '1196']"
688,"['296', '318', '356', '527', '1196', '2959']"
689,"['296', '318', '356', '2959']"
690,"['296', '356', '593', '2571']"
691,"['296', '1196', '2959']"
692,"['296', '527', '1196', '2571', '2959']"
693,"['296', '593', '1196', '2571', '2959']"
694,"['296', '527', '593', '1196', '2571', '2959']"
695,"['296', '356', '527']"
696,"['296', '318', '527', '593', '2571']"
697,"['296', '356', '1196', '2959']"
698,"['296', '356', '593', '1196']"
699,"['296', '318', '1196', '2571']"
700,"['296', '318', '356', '593', '1196', '2571']"
701,"['296', '318', '527', '1196', '2571']"
702,"['296', '356', '593', '2959']"
703,"['296', '356', '593', '1196', '2571']"
704,"['296', '527', '593', '1196', '2959']"
705,"['296', '318', '527', '2571', '2959']"
706,"['296', '318', '356', '527']"
707,"['296', '318', '356', '527', '593', '2959']"
708,"['296', '527', '593']"
709,"['296', '318', '527', '593', '2571']"
710,"['296', '318', '356', '527', '1196', '2571']"
711,"['296', '2571']"
712,"['296', '318', '593', '2571', '2959']"
713,"['296', '527', '2571', '2959']"
714,"['296', '527', '593', '1196', '2959']"
715,"['296', '356', '527', '593', '1196', '2959']"
716,"['296', '318', '593', '1196', '2571']"
717,"['296', '356', '527', '593', '2571']"
718,"['296', '318', '356', '527', '2571']"
719,"['296', '318', '356', '527', '1196', '2959']"
720,"['296', '318', '527', '593', '1196', '2959']"
721,"['296', '318', '527', '1196', '2571', '2959']"
722,"['296', '356', '593', '2571', '2959']"
723,"['296', '318', '356', '2571', '2959']"
724,"['296', '318', '593', '1196', '2959']"
725,"['296', '356', '527', '593', '1196', '2571']"
726,"['296', '318', '356', '527', '2571', '2959']"
727,"['296', '527', '593', '1196', '2571']"
728,"['296', '318', '356', '527', '593', '2959']"
729,"['296', '318', '356', '527', '593', '1196']"
730,"['296', '318', '593', '1196']"
731,"['296', '356', '527', '1196']"
732,"['296', '318', '593']"
733,"['296', '356', '527', '1196', '2571']"
734,"['296', '527', '2571']"
735,"['296', '318', '527', '593', '2571', '2959']"
736,"['296', '318', '356', '593', '1196']"
737,"['296', '318', '356', '593', '1196', '2571']"
738,"['296', '593', '1196', '2571']"
739,"['296', '318', '527', '593', '2571', '2959']"
740,"['296', '356', '593', '2959']"
741,"['296', '356', '593', '1196', '2571', '2959']"
742,"['296', '318', '2571', '2959']"
743,"['296', '527', '1196', '2959']"
744,"['296', '318', '527', '2571']"
745,"['296', '356', '527', '593', '1196', '2571']"
746,"['296', '356', '2571', '2959']"
747,"['296', '356', '593', '2571']"
748,"['296', '318', '356', '527', '1196', '2571']"
749,"['296', '356', '2959']"
750,"['296', '356', '527', '2959']"
751,"['296', '356', '593', '1196', '2959']"
752,"['296', '356', '527', '2959']"
753,"['296', '593', '2571', '2959']"
754,"['296', '356', '527', '1196']"
755,"['296', '318', '356', '2959']"
756,"['296', '318', '527', '1196', '2571', '2959']"
757,"['296', '318', '356', '527', '593', '2959']"
758,"['296', '356', '527', '593']"
759,"['296', '318', '527']"
760,"['296', '318', '593']"
761,"['296', '527', '593', '1196', '2571', '2959']"
762,"['296', '318', '356', '527', '1196', '2959']"
763,"['296', '318', '527', '593', '1196', '2571']"
764,"['296', '318']"
765,"['296', '318', '356', '527', '593', '1196']"
766,"['296', '356', '527', '593', '2571', '2959']"
