,movie_candidates
108,110 2571 1196 318 527 2959
109,110 2571 1196 260 527 296
110,110 2571 356 1196 260 527
111,110 2571 1196 2959 110 2571
112,110 2571 356 1196 260 296
113,110 2571 1196 2959 110 2571
114,110 2571 1196 260 <eos> 110
115,110 2571 356 1196 260 296
116,110 2571 1196 2959 <eos> 110
117,110 2571 1196 527 296 593
118,110 2571 1196 318 260 593
119,110 2571 1196 318 260 296
120,110 2571 356 1196 318 2959
121,110 2571 1196 260 527 296
122,110 2571 1196 2959 <eos> 110
123,110 2571 356 1196 318 110
124,110 2571 356 1196 318 260
125,110 2571 356 1196 318 260
126,110 2571 1196 527 296 593
127,110 2571 1196 2959 110 2571
128,110 2571 1196 260 296 2959
129,110 2571 1196 318 527 2959
130,110 2571 1196 318 260 296
131,110 2571 1196 260 <eos> 110
132,110 2571 356 1196 260 527
133,110 2571 356 1196 318 2959
134,110 2571 1196 527 296 110
135,110 2571 356 1196 318 260
136,110 2571 356 1196 318 2959
137,110 2571 356 1196 318 <eos>
138,110 2571 356 1196 318 2959
139,110 2571 1196 318 260 527
140,110 2571 1196 527 296 2959
141,110 2571 1196 318 260 296
142,110 2571 1196 296 2571 356
143,110 356 1196 260 296 2959
144,110 2571 1196 318 260 527
145,110 2571 1196 527 296 2959
146,110 2571 1196 318 260 296
147,110 2571 356 1196 260 296
148,110 2571 1196 318 2959 110
149,110 2571 1196 2959 <eos> 110
150,110 2571 356 1196 318 110
151,110 2571 356 1196 318 260
152,110 2571 356 1196 318 260
153,110 2571 356 1196 260 527
154,110 2571 356 1196 318 110
155,110 2571 1196 527 593 <eos>
156,110 2571 356 1196 318 110
157,110 2571 1196 527 296 593
158,110 2571 356 1196 318 2959
159,110 2571 356 1196 318 2959
160,110 2571 356 1196 318 2959
161,110 2571 1196 260 <eos> 110
162,110 2571 356 1196 318 260
163,110 2571 356 1196 260 2959
164,110 2571 356 1196 260 296
165,110 2571 1196 318 2959 110
166,110 2571 1196 318 260 593
167,110 2571 1196 260 527 <eos>
168,110 2571 1196 296 <eos> 110
169,110 356 1196 260 2959 593
170,110 2571 356 1196 260 527
171,110 2571 1196 2959 110 2571
172,110 2571 1196 318 260 296
173,110 2571 356 1196 318 260
174,110 2571 1196 318 260 593
175,110 2571 1196 2959 110 2571
176,110 2571 356 1196 260 527
177,110 2571 356 1196 318 110
178,110 1196 318 296 2959 593
179,110 2571 356 1196 260 527
180,110 356 1196 260 296 2959
181,110 2571 356 1196 318 <eos>
182,110 2571 356 1196 318 2959
183,110 2571 1196 260 527 <eos>
184,110 2571 1196 260 2959 110
185,110 2571 356 1196 318 110
186,110 2571 1196 2959 110 2571
187,110 2571 356 1196 260 2959
188,110 2571 356 1196 318 260
189,110 2571 356 1196 318 260
190,110 2571 356 1196 318 260
191,110 2571 1196 318 260 593
192,110 2571 1196 318 260 593
193,110 2571 1196 318 260 296
194,110 2571 356 1196 318 <eos>
195,110 2571 1196 527 296 2959
196,110 2571 356 1196 260 2959
197,110 2571 1196 318 260 527
198,110 2571 1196 2959 110 2571
199,110 2571 1196 318 260 356
200,110 2571 356 1196 318 260
201,110 2571 1196 2959 110 2571
202,110 2571 1196 527 296 593
203,110 2571 1196 593 110 356
204,110 2571 1196 318 260 593
205,110 2571 356 1196 318 2959
206,110 356 1196 260 296 2959
207,110 2571 1196 318 260 296
208,110 2571 1196 318 260 593
209,110 2571 356 1196 318 260
210,110 2571 356 1196 318 2959
211,110 2571 1196 318 2959 110
212,110 2571 356 1196 260 296
213,110 2571 1196 296 2571 356
214,110 2571 1196 318 593 356
215,110 2571 1196 318 260 296
216,110 2571 1196 527 296 2959
217,110 2571 1196 260 527 <eos>
218,110 2571 1196 318 260 296
219,110 2571 356 1196 318 260
220,110 2571 1196 318 260 296
221,110 2571 356 1196 318 <eos>
222,110 2571 1196 593 <eos> 356
223,110 2571 356 1196 318 2959
224,110 2571 1196 296 2959 110
225,110 2571 1196 527 296 2959
226,110 2571 1196 318 260 296
227,110 2571 356 1196 318 2959
228,110 2571 1196 527 296 593
229,110 2571 356 1196 318 527
230,110 2571 356 1196 260 296
231,110 2571 356 1196 260 296
232,110 2571 356 1196 318 110
233,110 2571 356 1196 318 <eos>
234,110 2571 356 1196 318 260
235,110 2571 356 1196 318 110
236,110 2571 356 1196 318 260
237,110 2571 356 1196 527 296
238,110 2571 1196 527 593 <eos>
239,110 2571 356 1196 318 260
240,110 2571 1196 296 2571 356
241,110 2571 1196 527 296 593
242,110 2571 356 1196 260 527
243,110 2571 356 1196 318 260
244,110 2571 1196 527 296 2959
245,110 2571 356 1196 318 2959
246,110 2571 1196 260 527 <eos>
247,110 2571 1196 2959 110 2571
248,110 2571 356 1196 318 110
249,110 2571 356 1196 318 260
250,110 2571 1196 318 296 593
251,110 2571 1196 527 296 2959
252,110 2571 1196 2959 110 2571
253,110 2571 1196 260 <eos> 110
254,110 2571 356 1196 260 2959
255,110 2571 356 1196 318 260
256,110 2571 1196 260 527 <eos>
257,110 2571 356 1196 318 110
258,110 2571 356 1196 318 260
259,110 2571 356 1196 296 <eos>
260,110 1196 296 110 1196 318
261,110 2571 1196 527 296 593
262,110 2571 1196 2959 110 2571
263,110 2571 1196 318 260 593
264,110 2571 1196 318 260 296
265,110 2571 1196 2959 <eos> 110
266,110 356 1196 260 296 2959
267,110 2571 356 1196 318 <eos>
268,110 1196 318 296 593 <eos>
269,110 2571 1196 527 296 593
270,110 2571 1196 260 527 296
271,110 2571 1196 2959 <eos> 110
272,110 2571 356 1196 318 <eos>
273,110 2571 356 1196 318 260
274,110 2571 1196 318 260 593
275,110 356 1196 318 527 296
276,110 2571 356 1196 318 260
277,110 2571 356 1196 318 <eos>
278,110 2571 1196 260 527 296
279,110 2571 1196 2959 <eos> 110
280,110 356 1196 260 296 2959
281,110 2571 1196 2959 110 2571
282,110 2571 1196 2959 110 2571
283,110 2571 356 1196 260 527
284,110 2571 1196 260 <eos> 110
285,110 2571 356 1196 260 527
286,110 2571 356 1196 260 527
287,110 2571 1196 318 260 296
288,110 2571 356 1196 318 260
289,110 2571 356 1196 318 110
290,110 2571 356 1196 318 <eos>
291,110 2571 1196 527 296 593
292,110 2571 1196 318 260 296
293,110 2571 1196 260 527 296
294,110 2571 1196 527 296 2571
295,110 2571 356 1196 260 527
296,110 2571 1196 318 260 296
297,110 2571 356 1196 318 260
298,110 2571 1196 318 260 296
299,110 2571 356 1196 318 110
300,1196 260 527 296 593 <eos>
301,1196 318 296 2959 593 <eos>
302,1196 260 527 296 593 110
303,1196 527 296 2959 593 110
304,1196 318 260 <eos> 356 1196
305,1196 527 296 593 2571 356
306,1196 260 296 2959 <eos> 2571
307,1196 527 2959 593 <eos> 110
308,1196 318 296 110 1196 318
309,1196 260 296 2959 <eos> 110
310,1196 260 296 2959 <eos> 110
311,1196 260 2571 356 1196 318
312,1196 260 296 2959 593 110
313,1196 260 527 2959 110 1196
314,1196 260 296 2959 593 <eos>
315,1196 318 260 296 593 <eos>
316,1196 260 296 593 2571 356
317,1196 318 527 2959 <eos> 2571
318,1196 318 260 296 110 2571
319,1196 260 527 296 593 110
320,1196 318 260 296 2959 110
321,1196 527 593 1196 318 527
322,1196 318 527 2959 2571 356
323,1196 318 527 296 2959 593
324,1196 260 296 2959 593 2571
325,1196 318 260 527 296 2959
326,1196 260 527 296 593 110
327,1196 527 2959 593 <eos> 110
328,1196 260 296 2959 110 2571
329,1196 260 296 2959 593 <eos>
330,1196 260 527 <eos> 110 356
331,1196 318 260 527 593 <eos>
332,1196 318 527 2959 2571 356
333,1196 318 260 2959 <eos> 1196
334,1196 260 296 2959 593 110
335,1196 260 593 <eos> 2571 1196
336,1196 260 527 296 2959 <eos>
337,1196 318 593 356 1196 318
338,1196 296 2959 <eos> 2571 1196
339,1196 260 527 <eos> 110 356
340,1196 296 2959 <eos> 2571 1196
341,1196 260 527 110 356 1196
342,1196 318 260 <eos> 356 1196
343,1196 260 527 296 2959 <eos>
344,1196 318 260 527 2959 593
345,1196 527 2959 593 <eos> 110
346,1196 318 296 593 356 1196
347,1196 260 296 593 2571 356
348,1196 527 296 593 2571 356
349,1196 260 296 2959 110 2571
350,1196 260 527 110 356 1196
351,1196 318 <eos> 110 1196 318
352,1196 318 260 296 110 2571
353,1196 260 527 593 <eos> 110
354,1196 318 260 527 296 593
355,1196 260 527 296 593 <eos>
356,1196 260 527 296 593 2571
357,1196 260 527 296 593 <eos>
358,1196 260 527 296 2959 593
359,1196 318 2959 593 110 2571
360,1196 260 527 296 2959 593
361,1196 260 527 296 593 <eos>
362,1196 527 593 1196 318 527
363,1196 318 527 593 <eos> 1196
364,1196 318 527 296 2959 593
365,1196 260 296 593 356 1196
366,1196 318 260 296 2959 593
367,1196 318 2959 <eos> 1196 318
368,1196 260 527 296 2959 356
369,1196 527 296 2959 <eos> 110
370,1196 318 260 527 593 <eos>
371,1196 318 296 593 356 1196
372,1196 260 593 <eos> 356 1196
373,1196 260 527 2959 110 1196
374,1196 260 296 2959 <eos> 2571
375,1196 260 296 2959 593 2571
376,1196 318 296 593 356 1196
377,1196 318 527 110 1196 527
378,1196 260 296 2959 <eos> 2571
379,1196 260 527 296 2959 356
380,1196 260 527 296 2959 593
381,1196 260 296 2959 593 110
382,1196 260 593 <eos> 356 1196
383,1196 260 296 2959 <eos> 110
384,1196 318 296 593 356 1196
385,1196 260 296 2959 593 110
386,1196 318 296 593 356 1196
387,1196 527 296 593 2571 356
388,1196 110 2571 356 1196 260
389,1196 318 <eos> 110 2571 1196
390,1196 318 110 2571 356 1196
391,1196 318 <eos> 110 1196 318
392,1196 318 2959 593 <eos> 110
393,1196 260 527 296 2959 356
394,1196 260 296 2959 593 <eos>
395,1196 318 527 2959 <eos> 2571
396,1196 260 527 2959 110 1196
397,1196 260 527 <eos> 110 356
398,1196 260 296 2959 <eos> 110
399,1196 318 260 527 2959 <eos>
400,1196 296 593 1196 318 296
401,1196 527 296 2959 <eos> 110
402,1196 260 527 296 2959 356
403,1196 296 593 1196 318 296
404,1196 318 260 <eos> 356 1196
405,1196 260 527 296 2959 356
406,1196 318 296 110 1196 318
407,1196 260 527 296 2959 593
408,1196 296 593 1196 318 296
409,1196 318 2959 593 110 2571
410,1196 260 593 <eos> 356 1196
411,1196 260 593 <eos> 356 1196
412,1196 260 296 2959 <eos> 110
413,1196 527 296 593 2571 356
414,1196 260 593 <eos> 356 1196
415,1196 318 260 296 2959 <eos>
416,1196 110 2571 356 1196 260
417,1196 260 527 296 2959 356
418,1196 260 527 2959 <eos> 2571
419,1196 318 260 527 593 <eos>
420,1196 318 260 296 <eos> 110
421,1196 318 2959 <eos> 1196 318
422,1196 527 296 2959 593 356
423,1196 260 296 2959 593 <eos>
424,1196 260 527 110 356 1196
425,1196 260 527 2959 <eos> 2571
426,1196 260 593 <eos> 356 1196
427,1196 260 527 2959 110 1196
428,1196 260 593 <eos> 356 1196
429,1196 318 260 2959 593 110
430,1196 296 2959 <eos> 2571 1196
431,1196 260 2571 356 1196 318
432,1196 260 527 2959 110 1196
433,1196 260 527 110 356 1196
434,1196 318 296 593 1196 2959
435,1196 296 593 1196 318 296
436,1196 296 2571 1196 318 260
437,1196 2959 593 110 2571 1196
438,1196 260 296 2959 593 110
439,1196 527 593 1196 318 527
440,1196 260 296 593 <eos> 1196
441,1196 260 527 296 2959 593
442,1196 260 527 <eos> 110 356
443,1196 260 527 296 2959 356
444,1196 260 296 2959 <eos> 110
445,1196 260 527 2959 110 1196
446,1196 318 296 593 <eos> 110
447,1196 527 593 1196 318 527
448,1196 318 593 356 1196 318
449,1196 260 296 2959 110 2571
450,1196 260 296 2959 593 <eos>
451,1196 296 593 1196 318 296
452,1196 527 296 593 110 2571
453,1196 318 260 2959 <eos> 110
454,1196 260 527 296 593 110
455,1196 318 260 296 <eos> 110
456,1196 260 527 593 <eos> 110
457,1196 318 260 296 2959 110
458,1196 260 296 593 <eos> 1196
459,1196 527 296 593 2571 356
460,1196 260 527 593 <eos> 110
461,1196 260 527 296 2959 356
462,1196 318 260 296 593 <eos>
463,1196 260 296 2959 593 <eos>
464,1196 318 296 593 <eos> 2571
465,1196 260 296 593 356 1196
466,1196 318 260 527 2959 <eos>
467,1196 318 <eos> 110 1196 318
468,1196 260 296 593 <eos> 1196
469,1196 260 2959 593 110 2571
470,1196 260 527 296 2959 2571
471,1196 318 110 2571 1196 318
472,1196 260 527 296 2959 593
473,1196 260 296 2959 593 110
474,1196 296 2959 <eos> 2571 1196
475,1196 260 296 2959 593 110
476,1196 260 593 <eos> 2571 1196
477,1196 260 527 296 2959 593
478,1196 260 527 <eos> 110 356
479,1196 318 296 110 1196 318
480,1196 260 593 <eos> 356 1196
481,1196 318 527 296 2959 356
482,1196 318 260 296 <eos> 110
483,1196 318 593 356 1196 318
484,1196 318 296 593 356 1196
485,1196 318 296 110 1196 318
486,1196 318 296 593 <eos> 110
487,1196 527 296 2959 <eos> 110
488,1196 318 260 527 2959 <eos>
489,1196 527 2959 593 <eos> 110
490,1196 260 296 2959 110 2571
491,1196 527 593 356 1196 318
492,1196 260 527 296 593 110
493,1196 260 296 593 <eos> 1196
494,1196 296 593 1196 318 296
495,1196 527 2959 593 110 2571
496,1196 318 2959 593 110 2571
497,1196 318 2959 593 <eos> 356
498,1196 260 296 2959 593 <eos>
499,1196 318 260 296 593 <eos>
500,1196 260 296 593 <eos> 1196
501,1196 318 <eos> 110 1196 318
502,1196 260 527 296 2959 356
503,1196 318 527 110 1196 527
504,1196 260 527 296 593 110
505,1196 318 260 527 296 2959
506,1196 318 296 110 1196 318
507,1196 260 296 593 <eos> 1196
508,1196 260 296 2959 <eos> 110
509,1196 260 527 296 2959 356
510,1196 318 296 593 <eos> 110
511,1196 260 296 2959 110 2571
512,1196 318 <eos> 110 1196 318
513,1196 260 296 2959 <eos> 2571
514,1196 260 527 296 593 <eos>
515,1196 260 527 296 2959 593
516,1196 318 296 593 356 1196
517,1196 260 527 296 593 110
518,1196 260 527 296 593 110
519,1196 318 527 2959 2571 356
520,1196 318 527 593 <eos> 1196
521,1196 318 296 2959 593 <eos>
522,1196 318 527 2959 2571 356
523,1196 260 296 2959 110 2571
524,1196 318 527 296 2959 110
525,1196 260 296 <eos> 2571 356
526,1196 260 527 296 2959 593
527,1196 318 527 296 2959 593
528,1196 527 296 <eos> 110 356
529,1196 527 2959 593 <eos> 110
530,1196 318 260 527 2959 110
531,1196 318 260 296 593 2571
532,1196 318 527 296 2959 593
533,1196 318 527 296 2959 593
534,1196 2959 <eos> 110 356 1196
535,1196 260 527 296 2959 356
536,1196 527 296 2959 <eos> 110
537,1196 260 593 <eos> 356 1196
538,1196 260 296 2959 593 <eos>
539,1196 296 2959 <eos> 2571 1196
540,1196 527 296 2959 <eos> 110
541,1196 260 527 296 593 110
542,1196 318 260 296 2959 593
543,1196 318 296 593 <eos> 110
544,1196 318 296 593 <eos> 110
545,1196 260 527 296 2959 593
546,1196 260 2571 356 1196 318
547,1196 260 527 <eos> 110 356
548,1196 260 527 593 <eos> 110
549,1196 260 527 296 2959 356
550,1196 260 296 2959 593 <eos>
551,1196 318 260 527 296 2959
552,1196 260 296 2959 110 2571
553,1196 318 260 296 593 <eos>
554,1196 260 527 296 593 <eos>
555,1196 260 296 593 <eos> 1196
556,1196 296 2959 <eos> 2571 1196
557,1196 260 527 296 2959 593
558,1196 527 2959 593 <eos> 110
559,1196 260 2571 356 1196 318
560,1196 318 527 296 2959 593
561,1196 260 296 2959 593 <eos>
562,1196 260 527 2959 110 1196
563,1196 318 527 110 1196 527
564,1196 318 296 2959 593 <eos>
565,1196 318 527 296 2959 593
566,1196 260 527 296 2959 356
567,1196 318 2959 <eos> 1196 260
568,1196 260 593 <eos> 356 1196
569,1196 318 260 527 2959 593
570,1196 260 527 296 2959 593
571,1196 260 2959 593 110 2571
572,1196 260 296 2959 593 110
573,1196 2959 593 110 2571 1196
574,1196 318 260 296 2959 593
575,1196 260 527 2959 <eos> 2571
576,1196 260 296 2959 <eos> 110
577,1196 260 296 2959 593 <eos>
578,1196 260 296 593 <eos> 1196
579,1196 318 593 <eos> 1196 260
580,1196 260 296 2959 593 110
581,1196 260 593 <eos> 356 1196
582,1196 318 260 296 <eos> 2571
583,1196 260 593 <eos> 110 2571
584,1196 260 296 593 <eos> 1196
585,1196 260 527 110 356 1196
586,1196 2959 <eos> 110 356 1196
587,1196 260 527 296 2959 593
588,1196 318 2959 <eos> 1196 318
589,1196 318 296 2959 593 <eos>
590,1196 260 527 296 2959 356
591,1196 260 296 2959 <eos> 110
592,1196 260 296 593 2571 356
593,1196 318 260 527 593 <eos>
594,1196 260 2959 593 <eos> 356
595,1196 260 296 2959 <eos> 110
596,1196 318 2959 593 <eos> 356
597,1196 260 527 296 2959 593
598,1196 318 2959 593 <eos> 110
599,1196 318 260 527 296 593
600,260 527 296 110 2571 356
601,260 527 593 2571 356 1196
602,260 527 296 2959 2571 356
603,260 527 2959 356 1196 260
604,260 527 296 2959 2571 356
605,260 527 296 110 2571 356
606,260 527 296 2959 1196 260
607,260 527 296 110 2571 356
608,260 527 296 110 2571 356
609,260 296 2571 1196 527 593
610,260 527 2959 <eos> 2571 1196
611,260 296 110 1196 260 527
612,260 527 593 2571 1196 260
613,260 527 593 <eos> 1196 260
614,260 296 <eos> 2571 1196 318
615,260 527 2959 593 <eos> 1196
616,260 296 593 <eos> 110 2571
617,260 527 296 593 110 2571
618,260 527 296 593 2571 356
619,260 296 2959 593 110 2571
620,260 527 593 110 2571 356
621,260 527 296 110 2571 356
622,260 296 593 <eos> 110 2571
623,260 527 296 593 356 1196
624,260 527 296 593 2571 356
625,260 296 593 <eos> 110 356
626,260 527 593 2571 1196 260
627,260 296 2959 <eos> 110 2571
628,260 296 <eos> 2571 1196 527
629,260 527 593 2571 356 1196
630,260 527 296 2959 1196 260
631,260 527 296 2959 <eos> 110
632,260 527 296 2959 1196 260
633,260 527 2959 110 2571 356
634,260 296 <eos> 2571 1196 318
635,260 527 593 2571 1196 260
636,260 527 2959 110 2571 356
637,260 2959 593 1196 260 527
638,260 296 356 1196 260 527
639,260 527 2959 593 <eos> 1196
640,260 527 296 2571 356 1196
641,260 527 593 2571 356 1196
642,260 527 2959 593 <eos> 110
643,260 527 593 2571 356 1196
644,260 296 356 1196 260 527
645,260 527 593 2571 356 1196
646,260 296 2959 110 2571 1196
647,260 527 593 <eos> 1196 260
648,260 527 296 593 110 2571
649,260 296 356 1196 260 527
650,260 527 593 2571 1196 260
651,260 527 296 2959 2571 356
652,260 527 296 2571 356 1196
653,260 527 2959 356 1196 260
654,260 296 593 <eos> 110 356
655,260 296 <eos> 110 2571 356
656,260 527 296 2959 2571 356
657,260 296 593 110 2571 1196
658,260 527 593 110 2571 356
659,260 527 296 2959 593 <eos>
660,260 296 2571 1196 527 2959
661,260 527 2959 593 <eos> 1196
662,260 296 <eos> 110 2571 356
663,260 527 296 2571 356 1196
664,260 296 2959 593 <eos> 1196
665,260 296 <eos> 2571 1196 318
666,260 296 2571 1196 2959 <eos>
667,260 527 296 593 2571 356
668,260 527 296 2959 1196 260
669,260 527 593 <eos> 1196 260
670,260 296 1196 593 <eos> 110
671,260 527 296 2571 356 1196
672,260 527 296 2959 593 110
673,260 527 593 <eos> 1196 260
674,260 296 2959 593 110 2571
675,260 296 593 <eos> 110 2571
676,260 527 593 110 2571 356
677,260 527 593 110 2571 356
678,260 527 296 593 356 1196
679,260 527 296 2571 356 1196
680,260 527 296 593 2571 356
681,260 527 2959 <eos> 1196 260
682,260 296 2959 110 2571 1196
683,260 527 593 <eos> 1196 260
684,260 527 593 2571 356 1196
685,260 527 296 2959 1196 260
686,260 527 296 <eos> 110 2571
687,260 527 593 2571 1196 260
688,260 527 296 <eos> 110 2571
689,260 527 2959 356 1196 260
690,260 527 2959 593 110 2571
691,260 527 296 <eos> 110 2571
692,260 527 110 2571 356 1196
693,260 527 2959 <eos> 1196 260
694,260 527 2959 110 2571 356
695,260 296 110 2571 1196 318
696,260 296 356 1196 260 527
697,260 527 593 2571 1196 260
698,260 110 2571 356 1196 318
699,260 527 593 2571 356 1196
700,260 527 2959 356 1196 260
701,260 296 <eos> 110 2571 356
702,260 296 593 <eos> 110 2571
703,260 296 2959 110 2571 1196
704,260 527 593 2571 356 1196
705,260 296 2959 110 2571 1196
706,260 296 2959 110 2571 1196
707,260 527 593 110 2571 356
708,260 527 2959 110 2571 356
709,260 527 593 2571 356 1196
710,260 527 593 <eos> 1196 260
711,260 527 296 2571 356 1196
712,260 296 2959 593 <eos> 1196
713,260 296 <eos> 2571 1196 527
714,260 296 2959 593 110 2571
715,260 527 593 110 2571 356
716,260 527 296 2571 356 1196
717,260 527 2959 593 110 2571
718,260 296 593 <eos> 110 356
719,260 527 296 593 356 1196
720,260 527 296 110 2571 1196
721,260 296 <eos> 110 2571 356
722,260 296 2959 593 110 2571
723,260 527 2959 593 <eos> 110
724,260 296 593 <eos> 110 2571
725,260 527 593 2571 356 1196
726,260 527 296 2959 2571 356
727,260 527 296 593 356 1196
728,260 527 2959 110 2571 356
729,260 527 296 2571 356 1196
730,260 527 2959 593 110 2571
731,260 296 <eos> 110 2571 356
732,260 527 593 <eos> 2571 356
733,260 527 296 593 110 2571
734,260 527 593 2571 356 1196
735,260 527 593 2571 356 1196
736,260 527 593 110 2571 356
737,260 296 593 <eos> 110 356
738,260 296 2571 1196 527 2959
739,260 296 2571 1196 527 2959
740,260 527 2959 593 356 1196
741,260 527 296 2571 356 1196
742,260 296 <eos> 2571 1196 318
743,260 296 <eos> 2571 1196 318
744,260 296 356 1196 260 527
745,260 296 356 1196 260 527
746,260 593 <eos> 110 2571 356
747,260 527 296 2959 2571 356
748,260 296 2959 110 2571 1196
749,260 527 593 <eos> 1196 260
750,260 527 2959 593 <eos> 110
751,260 527 296 2959 593 <eos>
752,260 527 2959 <eos> 1196 260
753,260 527 593 2571 1196 260
754,260 296 <eos> 110 2571 356
755,260 2959 593 1196 260 527
756,260 527 2959 <eos> 1196 260
757,260 527 296 2959 593 <eos>
758,260 296 593 <eos> 110 2571
759,260 296 2571 1196 527 2959
760,260 527 296 2571 356 1196
761,260 527 296 593 356 1196
762,260 296 110 1196 260 527
763,260 527 296 <eos> 2571 1196
764,260 527 593 <eos> 1196 260
765,260 527 110 2571 1196 527
766,260 296 593 <eos> 110 356
767,260 296 356 1196 260 527
768,260 527 296 110 2571 356
769,260 296 <eos> 110 2571 356
770,260 527 296 2959 1196 260
771,260 296 2959 593 110 2571
772,260 296 <eos> 2571 1196 318
773,260 2959 593 1196 260 527
774,260 527 296 593 2571 356
775,260 527 2959 356 1196 260
776,260 527 593 2571 356 1196
777,260 527 296 2959 2571 356
778,260 527 296 110 2571 356
779,260 527 593 2571 1196 260
780,260 296 2959 593 110 2571
781,260 296 2959 593 110 2571
782,260 527 296 2571 356 1196
783,260 296 <eos> 2571 1196 260
784,260 296 <eos> 110 2571 356
785,260 527 296 2959 <eos> 110
786,260 527 2959 593 <eos> 356
787,260 527 296 2959 2571 356
788,260 296 356 1196 260 527
789,260 527 296 2571 356 1196
790,260 527 296 2959 1196 260
791,260 296 356 1196 260 527
792,260 527 296 593 356 1196
793,260 527 296 <eos> 110 2571
794,260 527 296 2959 2571 356
795,260 296 593 <eos> 110 356
796,260 527 296 2959 593 110
797,260 110 2571 356 1196 318
798,260 296 2571 1196 527 2959
799,260 527 296 2959 593 <eos>
800,260 527 296 593 356 1196
801,260 296 593 <eos> 110 356
802,260 296 2571 1196 527 2959
803,260 527 593 <eos> 1196 260
804,260 296 593 <eos> 110 356
805,260 296 110 1196 260 527
806,260 527 296 2959 2571 356
807,260 296 <eos> 2571 1196 318
808,260 527 296 110 1196 260
809,260 2959 593 1196 260 527
810,260 296 356 1196 260 527
811,260 2959 593 <eos> 110 2571
812,260 527 296 2959 1196 260
813,260 296 2959 593 110 2571
814,260 527 296 593 2571 356
815,260 527 593 110 2571 356
816,260 527 296 2959 1196 260
817,260 296 110 1196 260 527
818,260 296 356 1196 260 527
819,260 527 593 <eos> 1196 260
820,260 110 356 1196 318 527
