,movie_candidates
92,"['110', '527', '2571', '2959']"
93,"['110', '260', '1196', '2571']"
94,"['110', '260', '356', '527']"
95,"['110', '318', '356', '2571']"
96,"['110', '318']"
97,"['110', '356', '593']"
98,"['110', '260', '356', '527', '593']"
99,"['110', '296', '318', '527']"
100,"['110', '527', '593', '1196']"
101,"['110', '260', '318', '593', '2959']"
102,"['110', '260', '318', '527', '593']"
103,"['110', '318', '527', '1196']"
104,"['110', '260', '296', '318', '593']"
105,"['110', '260', '296', '356', '527']"
106,"['110', '296', '318', '593', '2571']"
107,"['110', '296', '318', '356', '527']"
108,"['110', '260', '296', '356']"
109,"['110', '318', '356', '2571']"
110,"['110', '260', '356', '527', '593']"
111,"['110', '296', '318', '356', '2571']"
112,"['110', '260', '318', '2571']"
113,"['110', '260', '296', '356', '1196']"
114,"['110', '260', '296', '318', '356']"
115,"['110', '260', '296', '356', '1196']"
116,"['110', '296', '318', '356', '2959']"
117,"['110', '260', '318', '593', '1196']"
118,"['110', '260', '318', '356', '527']"
119,"['110', '260', '318', '527', '593']"
120,"['110', '296', '356', '2959']"
121,"['110', '260', '356', '527', '1196']"
122,"['110', '260', '296', '318', '356']"
123,"['110', '356', '527', '1196', '2959']"
124,"['110', '296', '527', '1196', '2571']"
125,"['110', '260', '296', '318']"
126,"['110', '296', '356', '593', '1196']"
127,"['110', '318', '356', '593', '1196']"
128,"['110', '260', '527', '2571', '2959']"
129,"['110', '260', '318', '356', '527']"
130,"['110', '260', '296', '593', '2571']"
131,"['110', '260', '296', '356', '593']"
132,"['110', '296', '356', '527', '593']"
133,"['110', '260', '296', '318', '356']"
134,"['110', '356', '527', '593', '2571']"
135,"['110', '2571']"
136,"['110', '296', '356', '527', '593']"
137,"['110', '356', '593', '2571']"
138,"['110', '260', '318', '527', '593']"
139,"['110', '318', '527', '593', '1196']"
140,"['110', '260', '527', '593', '2571']"
141,"['110', '260', '318', '356', '593']"
142,"['110', '260', '318', '593', '2571']"
143,"['110', '296', '593', '1196']"
144,"['110', '260', '296', '527', '593']"
145,"['110', '260', '1196', '2571', '2959']"
146,"['110', '260', '318', '593', '1196']"
147,"['110', '527', '593', '2959']"
148,"['110', '296', '356', '593', '2571']"
149,"['110', '260', '296', '527', '593']"
151,"['1196', '2571', '2959']"
152,"['1196', '2959']"
153,"['1196', '2571', '2959']"
154,"['1196', '2571', '2959']"
155,"['1196', '2571', '2959']"
157,"['1196', '2571']"
159,"['1196', '2571']"
160,"['1196', '2571']"
161,"['1196', '2571', '2959']"
162,"['1196', '2571']"
163,"['1196', '2571', '2959']"
164,"['1196', '2959']"
165,"['1196', '2959']"
166,"['1196', '2571']"
167,"['1196', '2571']"
168,"['1196', '2959']"
169,"['1196', '2571']"
170,"['1196', '2959']"
171,"['1196', '2959']"
172,"['1196', '2571', '2959']"
173,"['1196', '2959']"
174,"['1196', '2959']"
175,"['1196', '2571', '2959']"
176,"['1196', '2571', '2959']"
178,"['1196', '2959']"
179,"['1196', '2571']"
181,"['1196', '2571', '2959']"
182,"['1196', '2571']"
183,"['1196', '2571']"
185,"['1196', '2571', '2959']"
187,"['1196', '2959']"
188,"['1196', '2571', '2959']"
189,"['1196', '2571']"
190,"['1196', '2571', '2959']"
191,"['1196', '2571', '2959']"
193,"['1196', '2571']"
194,"['1196', '2571']"
197,"['1196', '2959']"
198,"['1196', '2959']"
201,"['1196', '2571', '2959']"
202,"['1196', '2959']"
203,"['1196', '2571', '2959']"
204,"['1196', '2959']"
205,"['1196', '2571']"
206,"['1196', '2571', '2959']"
207,"['1196', '2571']"
209,"['1196', '2571', '2959']"
210,"['1196', '2571', '2959']"
211,"['1196', '2959']"
213,"['1196', '2571']"
214,"['1196', '2571']"
215,"['1196', '2571']"
216,"['1196', '2959']"
217,"['1196', '2571', '2959']"
218,"['1196', '2571', '2959']"
223,"['1196', '2571']"
224,"['1196', '2959']"
225,"['1196', '2959']"
226,"['1196', '2959']"
227,"['1196', '2571']"
229,"['1196', '2571', '2959']"
230,"['1196', '2959']"
233,"['1196', '2571', '2959']"
234,"['1196', '2571', '2959']"
235,"['1196', '2571', '2959']"
236,"['1196', '2959']"
239,"['1196', '2571', '2959']"
240,"['1196', '2571']"
242,"['1196', '2571']"
243,"['1196', '2959']"
244,"['1196', '2959']"
245,"['1196', '2959']"
247,"['1196', '2571', '2959']"
248,"['1196', '2571', '2959']"
250,"['1196', '2571']"
252,"['1196', '2959']"
253,"['1196', '2571', '2959']"
254,"['1196', '2571', '2959']"
255,"['1196', '2959']"
257,"['1196', '2959']"
258,"['1196', '2571', '2959']"
261,"['1196', '2959']"
264,"['1196', '2959']"
265,"['1196', '2571']"
266,"['1196', '2571', '2959']"
267,"['1196', '2571']"
268,"['1196', '2571']"
270,"['1196', '2571']"
271,"['1196', '2959']"
272,"['1196', '2571']"
273,"['1196', '2959']"
274,"['1196', '2959']"
275,"['1196', '2959']"
276,"['1196', '2959']"
277,"['1196', '2959']"
278,"['1196', '2571']"
279,"['1196', '2959']"
282,"['1196', '2571', '2959']"
283,"['1196', '2571']"
285,"['1196', '2571', '2959']"
286,"['1196', '2571']"
287,"['1196', '2959']"
288,"['1196', '2571']"
289,"['1196', '2571', '2959']"
290,"['1196', '2571']"
291,"['1196', '2571', '2959']"
293,"['1196', '2571', '2959']"
294,"['1196', '2571', '2959']"
296,"['1196', '2571', '2959']"
297,"['1196', '2959']"
299,"['1196', '2571', '2959']"
300,"['260', '296', '318', '356', '527']"
301,"['260', '318', '356', '593', '1196']"
302,"['260', '318', '356']"
303,"['260', '296', '318', '356', '527']"
304,"['260', '296', '356', '527', '593']"
305,"['260', '296', '356', '527', '593']"
306,"['260', '318', '356', '1196', '2571']"
307,"['260', '296', '1196']"
308,"['260', '296', '593', '2959']"
309,"['260', '318', '356', '527']"
310,"['260', '296', '527', '2959']"
311,"['260', '296', '318', '527', '2959']"
312,"['260', '296', '318', '356', '593']"
313,"['260', '356', '527', '593', '1196']"
314,"['260', '318', '356', '527', '593']"
315,"['260', '318', '356', '527']"
316,"['260', '296', '318', '356', '593']"
317,"['260', '296', '318', '356', '593']"
318,"['260', '1196', '2571', '2959']"
319,"['260', '318', '593', '1196']"
320,"['260', '527', '1196']"
321,"['260', '296', '527', '1196', '2571']"
322,"['260', '318', '527', '593', '1196']"
323,"['260', '296', '356', '1196', '2571']"
324,"['260', '296', '318', '356', '527']"
325,"['260', '296', '318', '356', '593']"
326,"['260', '296', '356', '593', '2571']"
327,"['260', '296', '527', '1196', '2571']"
328,"['260', '318', '527', '1196']"
329,"['260', '296', '356', '527', '593']"
330,"['260', '318', '356', '593', '1196']"
331,"['260', '296', '527', '593', '1196']"
332,"['260', '356', '527', '2959']"
333,"['260', '296', '318', '356', '593']"
334,"['260', '296', '2959']"
335,"['260', '527', '593', '1196', '2571']"
337,"['260', '296', '318', '356', '593']"
338,"['260', '296', '318', '356', '527']"
339,"['260', '296']"
340,"['260', '318', '1196', '2571', '2959']"
341,"['260', '296', '318', '527', '1196']"
342,"['260', '356', '527', '1196', '2959']"
343,"['260', '296', '356', '593', '2959']"
344,"['260', '296', '527', '593', '2571']"
345,"['260', '318', '527', '593', '2959']"
346,"['260', '296', '593', '2959']"
347,"['260', '318']"
348,"['260', '296', '593', '1196', '2959']"
349,"['260', '296', '318', '356', '593']"
350,"['260', '296', '318', '593', '2571']"
351,"['260', '318', '527', '593', '2571']"
352,"['260', '318', '593', '1196']"
353,"['260', '318', '527', '593', '1196']"
354,"['260', '318', '527', '593', '2571']"
355,"['260', '296', '318', '356', '527']"
356,"['260', '296', '356', '2571']"
357,"['260', '296', '318', '527', '2959']"
358,"['260', '296', '318', '593', '1196']"
359,"['260', '296', '527', '1196', '2571']"
360,"['260', '296', '356', '2571']"
361,"['260', '296', '318', '356', '593']"
362,"['260', '296', '318', '527', '593']"
363,"['260', '296', '527', '593', '2959']"
364,"['260', '318', '356', '527', '1196']"
365,"['260', '356', '1196', '2571', '2959']"
366,"['260', '356', '593', '2959']"
367,"['260', '296', '1196', '2571', '2959']"
368,"['260', '356', '1196', '2571']"
369,"['260', '356', '593']"
370,"['260', '296', '318']"
371,"['260', '296', '593', '1196', '2571']"
372,"['260', '318', '527', '593', '1196']"
373,"['260', '296', '527', '593', '2571']"
374,"['260', '296', '318', '2959']"
375,"['260', '527']"
376,"['260', '296', '318', '356', '527']"
377,"['260', '318', '593', '1196', '2571']"
378,"['260', '296', '356', '527', '1196']"
379,"['260', '296', '356', '593']"
380,"['260', '1196', '2571']"
381,"['260', '296', '318', '527', '593']"
382,"['260', '1196']"
383,"['260', '296', '356', '527', '593']"
384,"['260', '296', '318', '527', '1196']"
385,"['260', '318', '356', '593', '1196']"
386,"['260', '296', '318', '527', '1196']"
387,"['260', '356', '527', '593', '2959']"
388,"['260', '318', '2571']"
389,"['260', '318', '356', '593', '1196']"
390,"['260', '318', '356', '1196', '2571']"
391,"['260', '318', '593', '2959']"
392,"['260', '296', '318', '356', '527']"
393,"['260', '356', '1196', '2959']"
394,"['260', '296', '318', '593', '2571']"
395,"['260', '296', '318', '593', '1196']"
396,"['260', '296', '356', '2959']"
397,"['260', '318', '593', '1196', '2571']"
398,"['260', '296', '318', '593']"
399,"['260', '296', '593', '2571']"
400,"['260', '318', '356', '527']"
401,"['260', '296', '356', '593']"
402,"['260', '527']"
403,"['260', '296', '318', '356', '527']"
404,"['260', '527', '593', '1196', '2571']"
405,"['260', '296', '318', '356', '527']"
406,"['260', '318', '1196', '2959']"
407,"['260', '593', '1196', '2571']"
408,"['260', '296', '318', '356', '2571']"
409,"['260', '318', '527', '2959']"
410,"['260', '318', '356', '1196', '2959']"
411,"['260', '318', '593', '1196', '2571']"
412,"['260', '318', '356', '593', '1196']"
413,"['260', '296', '318', '1196', '2959']"
414,"['260', '296', '1196', '2571', '2959']"
415,"['260', '318', '2571']"
416,"['260', '296', '527', '593', '2571']"
417,"['260', '296', '356', '1196', '2571']"
418,"['260', '296', '318', '356', '593']"
419,"['260', '318', '356', '2959']"
420,"['260', '318', '593', '2571']"
421,"['260', '296', '527', '593', '1196']"
422,"['260', '318', '356', '527', '593']"
423,"['260', '296', '318', '527', '2959']"
424,"['260', '296', '318', '356', '527']"
425,"['260', '296', '527', '593', '1196']"
426,"['260', '318', '527', '593', '1196']"
427,"['260', '296', '318', '356', '1196']"
428,"['260', '296', '593', '1196', '2571']"
429,"['260', '2959']"
430,"['260', '296', '356', '2571', '2959']"
431,"['260', '296', '1196']"
432,"['260', '296', '318', '527', '593']"
433,"['260', '296', '356', '593', '2571']"
434,"['260', '296', '356', '593', '1196']"
435,"['260', '296']"
436,"['260', '318', '527', '593', '2959']"
437,"['260', '296', '356', '593', '2571']"
438,"['260', '296', '527', '593', '1196']"
439,"['260', '296', '527', '593', '1196']"
440,"['260', '296', '318', '356', '1196']"
441,"['260', '318', '527', '2571', '2959']"
442,"['260', '296', '318', '356', '527']"
443,"['260', '296', '318', '356', '527']"
444,"['260', '296', '593', '2571', '2959']"
445,"['260', '296', '318', '527', '2571']"
446,"['260', '356', '593', '2959']"
447,"['260', '296', '318', '356', '593']"
448,"['260', '296', '356', '527', '593']"
449,"['260', '318', '527', '593', '1196']"
450,"['296', '356', '527', '2571']"
451,"['296', '356', '2571', '2959']"
452,"['296', '318', '356', '1196', '2571']"
453,"['296', '356', '527', '2571']"
454,"['296', '527', '593', '2571', '2959']"
455,"['296', '318', '1196', '2571']"
456,"['296', '318', '356', '527', '593']"
457,"['296', '318', '527', '593', '1196']"
458,"['296', '318', '356', '593', '1196']"
459,"['296', '356', '1196', '2959']"
460,"['296', '318', '593', '1196', '2959']"
461,"['296', '318', '356', '527', '593']"
462,"['296', '318', '527', '2571']"
463,"['296', '318', '527', '1196', '2959']"
464,"['296', '318', '356', '527', '593']"
465,"['296', '318', '527', '593', '2959']"
466,"['296', '318', '356', '527', '2571']"
467,"['296', '318', '356', '593', '2571']"
468,"['296', '356', '2571', '2959']"
469,"['296', '527']"
470,"['296', '318', '356', '527', '1196']"
471,"['296', '356', '527', '1196', '2571']"
472,"['296', '318', '356']"
473,"['296', '318', '356', '593', '2571']"
474,"['296', '318', '593', '2571']"
475,"['296', '527', '1196']"
476,"['296', '318', '356', '593', '1196']"
477,"['296', '318', '593', '1196']"
478,"['296', '593', '1196']"
479,"['296', '318', '356', '1196']"
480,"['296', '318', '356', '593', '1196']"
481,"['296', '318', '2959']"
482,"['296', '356', '1196', '2571']"
483,"['296', '318', '356', '527', '2571']"
484,"['296', '356', '1196', '2959']"
485,"['296', '527', '593', '1196']"
486,"['296', '1196', '2571', '2959']"
487,"['296', '318', '593', '1196', '2571']"
488,"['296', '318', '527', '593', '1196']"
489,"['296', '527', '2959']"
490,"['296', '318', '593', '1196']"
491,"['296', '527', '593', '2571', '2959']"
492,"['296', '1196', '2959']"
493,"['296', '318', '1196']"
494,"['296', '527', '2571', '2959']"
495,"['296', '593', '1196', '2571', '2959']"
496,"['296', '356', '527', '1196', '2571']"
497,"['296', '356', '527']"
498,"['296', '1196', '2959']"
499,"['296', '593', '2571', '2959']"
500,"['296', '527', '2571']"
501,"['296', '593', '2571', '2959']"
502,"['296', '593', '1196', '2959']"
503,"['296', '527', '593', '2959']"
504,"['296', '356', '527', '593', '1196']"
505,"['296', '356', '593', '1196', '2959']"
506,"['296', '527', '1196', '2959']"
507,"['296', '318', '356', '2959']"
508,"['296', '318', '527', '1196', '2571']"
509,"['296', '318', '356', '2959']"
510,"['296', '356', '593', '2571', '2959']"
511,"['296', '318', '356', '527', '593']"
512,"['296', '318', '356', '527', '593']"
513,"['296', '318', '356', '527', '1196']"
514,"['296', '318', '356', '527', '2959']"
515,"['296', '318', '356', '527', '593']"
516,"['296', '356', '527', '593', '1196']"
517,"['296', '318', '356', '527', '593']"
518,"['296', '356', '527', '593', '1196']"
519,"['296', '356', '593']"
520,"['296', '318', '527', '1196']"
521,"['296', '318', '356', '593', '1196']"
522,"['296', '356', '527', '2959']"
523,"['296', '527', '593', '2571']"
524,"['296', '318', '593', '1196', '2959']"
525,"['296', '318', '1196', '2571']"
526,"['296', '356', '527', '593', '1196']"
527,"['296', '318', '1196']"
528,"['296', '593', '1196', '2959']"
529,"['296', '318', '356', '527', '1196']"
530,"['296', '318', '356', '527', '1196']"
531,"['296', '318', '356', '1196', '2571']"
532,"['296', '318', '356', '593']"
533,"['296', '356', '593', '1196']"
534,"['296', '318', '356', '527']"
535,"['296', '356', '527']"
536,"['296', '593', '1196', '2571']"
537,"['296', '318', '356', '1196', '2959']"
538,"['296', '356', '527', '593', '1196']"
539,"['296', '318', '527', '1196', '2571']"
541,"['296', '318', '356', '593', '1196']"
542,"['296', '318', '356', '1196', '2959']"
543,"['296', '318', '1196', '2959']"
544,"['296', '318', '356', '1196', '2571']"
545,"['296', '318', '356', '527', '593']"
546,"['296', '356', '527', '593', '1196']"
547,"['296', '356', '527', '593', '1196']"
548,"['296', '318', '356', '527', '2959']"
549,"['296', '527', '593']"
550,"['296', '593']"
551,"['296', '318', '527', '593', '2571']"
552,"['296', '356', '527', '593']"
553,"['296', '318', '356', '593', '1196']"
554,"['296', '2571']"
555,"['296', '318', '356', '1196', '2571']"
556,"['296', '527', '2959']"
557,"['296', '527', '2571']"
558,"['296', '318', '527', '1196', '2959']"
559,"['296', '318', '356', '1196', '2571']"
560,"['296', '318', '593', '2959']"
561,"['296', '318', '356', '593']"
562,"['296', '356', '593', '1196', '2959']"
563,"['296', '318', '593', '1196', '2571']"
564,"['296', '318', '593', '1196', '2571']"
565,"['296', '318', '356', '527', '2571']"
566,"['296', '318', '356', '527', '2571']"
567,"['296', '356', '593']"
568,"['296', '593', '2571', '2959']"
569,"['296', '527', '593', '1196']"
570,"['296', '318', '2959']"
571,"['296', '593', '1196']"
572,"['296', '356', '2571']"
573,"['296', '318', '527', '1196']"
574,"['296', '318', '527', '1196', '2959']"
575,"['296', '527', '1196', '2571']"
576,"['296', '527', '593', '1196']"
577,"['296', '1196', '2571', '2959']"
578,"['296', '593', '2571', '2959']"
579,"['296', '318', '356', '1196', '2959']"
580,"['296', '593', '2571', '2959']"
581,"['296', '356', '1196', '2571']"
582,"['296', '318', '356', '593', '1196']"
583,"['296', '527', '593', '1196', '2571']"
584,"['296', '318', '356', '527', '593']"
585,"['296', '356']"
586,"['296', '318', '527', '593', '1196']"
587,"['296', '318', '527', '593', '2959']"
588,"['296', '527', '2571']"
589,"['296', '356', '2571', '2959']"
590,"['296', '356', '1196']"
591,"['296', '356', '527', '1196', '2571']"
592,"['296', '318', '527', '593', '2571']"
593,"['296', '356', '527', '593', '2959']"
594,"['296', '318', '527', '1196', '2571']"
595,"['296', '318', '2571', '2959']"
596,"['296', '318', '527', '593', '1196']"
597,"['296', '318', '356', '527', '593']"
598,"['296', '318', '356', '593', '2959']"
599,"['296', '318', '356', '593', '1196']"
600,"['318', '356', '1196', '2959']"
601,"['318', '527', '593', '1196', '2571']"
602,"['318', '356', '527', '1196', '2571']"
603,"['318', '356', '593']"
604,"['318', '1196', '2571', '2959']"
605,"['318', '527', '593', '1196', '2571']"
606,"['318', '527', '593', '2571']"
607,"['318', '356', '527', '593', '2959']"
608,"['318', '527', '1196']"
609,"['318', '593', '1196']"
610,"['318', '356', '2571']"
611,"['318', '527', '593', '1196', '2959']"
612,"['318', '593', '1196', '2571', '2959']"
613,"['318', '356', '1196', '2571']"
614,"['318', '527', '593', '2571']"
615,"['318', '356', '527', '593', '2571']"
616,"['318', '527', '593', '1196', '2959']"
617,"['318', '527', '1196']"
618,"['318', '356', '527', '1196']"
619,"['318', '527', '593', '1196', '2571']"
620,"['318', '356', '1196']"
621,"['318', '356', '527', '593', '2571']"
622,"['318', '527', '1196', '2571', '2959']"
623,"['318', '356', '593', '1196']"
624,"['318', '356', '527', '593', '1196']"
625,"['318', '593', '1196', '2571']"
626,"['318', '356', '527', '593', '2571']"
627,"['318', '527', '593', '2571', '2959']"
628,"['318', '527', '593', '2959']"
629,"['318', '356', '593']"
630,"['318', '356', '527', '1196', '2571']"
631,"['318', '527', '593', '1196', '2571']"
634,"['318', '356', '527', '593', '1196']"
635,"['318', '527', '1196', '2959']"
636,"['318', '527', '1196', '2571', '2959']"
637,"['318', '356', '527', '2571']"
638,"['318', '356', '527']"
639,"['318', '593', '1196', '2959']"
640,"['318', '356', '1196', '2571']"
641,"['318', '356', '1196', '2959']"
642,"['318', '527', '1196']"
643,"['318', '527', '2571']"
644,"['318', '356', '2571']"
645,"['318', '356', '527', '1196', '2959']"
646,"['318', '593', '2571']"
647,"['318', '527', '2571', '2959']"
648,"['318', '356', '527', '593', '1196']"
649,"['318', '356']"
650,"['318', '527', '2571']"
651,"['318', '356', '2571']"
652,"['318', '356', '2571']"
653,"['318', '1196']"
654,"['318', '356', '527', '593', '2571']"
655,"['318', '527', '1196']"
656,"['318', '356', '1196', '2959']"
658,"['318', '527', '593']"
659,"['318', '356', '593']"
660,"['318', '527', '1196', '2571', '2959']"
661,"['318', '356', '527', '2571']"
662,"['318', '356', '527', '1196', '2571']"
663,"['318', '593', '1196', '2571']"
664,"['318', '356', '593', '2571', '2959']"
665,"['318', '356', '527', '593', '2571']"
666,"['318', '527', '593', '2959']"
668,"['318', '527', '593', '1196', '2571']"
669,"['318', '527', '593', '1196', '2959']"
670,"['318', '356']"
671,"['318', '356', '527', '593']"
672,"['318', '356', '527', '593', '1196']"
673,"['318', '1196', '2571']"
674,"['318', '356', '1196', '2571', '2959']"
675,"['318', '1196']"
676,"['318', '356', '527', '593', '1196']"
677,"['318', '527', '1196']"
678,"['318', '527', '593', '1196', '2571']"
679,"['318', '356', '527', '1196', '2959']"
680,"['318', '527', '1196', '2571', '2959']"
681,"['318', '527', '593']"
682,"['318', '527', '1196', '2571', '2959']"
683,"['318', '593']"
684,"['318', '356', '527', '593', '1196']"
685,"['318', '356', '527', '593', '2571']"
686,"['318', '593', '2571', '2959']"
687,"['318', '527', '2571', '2959']"
688,"['318', '2571', '2959']"
689,"['318', '356']"
690,"['318', '527', '1196']"
691,"['318', '356', '527', '593', '1196']"
692,"['318', '356', '527', '2571']"
693,"['318', '356', '593', '2959']"
694,"['318', '356', '2959']"
695,"['318', '527', '593', '2571']"
696,"['318', '356', '527', '593', '2959']"
697,"['318', '356', '527', '593', '2571']"
698,"['318', '356', '527', '593', '2571']"
699,"['318', '356', '1196', '2959']"
700,"['318', '527', '593', '2571']"
701,"['318', '356', '2959']"
702,"['318', '356', '527', '593']"
703,"['318', '593', '2959']"
704,"['318', '356', '527', '593', '2571']"
705,"['318', '356', '527', '593', '2571']"
706,"['318', '527', '593', '2571', '2959']"
707,"['318', '356', '593', '1196', '2959']"
708,"['318', '527', '593', '1196', '2571']"
709,"['318', '593', '2959']"
710,"['318', '356', '527', '593', '1196']"
711,"['318', '356', '527', '2571', '2959']"
712,"['318', '593', '2959']"
713,"['318', '356', '527', '593', '1196']"
714,"['318', '356', '527', '593', '2571']"
715,"['318', '356', '527']"
716,"['318', '356', '2571']"
717,"['318', '356', '1196', '2571', '2959']"
718,"['318', '356', '2571', '2959']"
719,"['318', '356', '593', '2959']"
720,"['318', '356', '593', '2959']"
721,"['318', '527', '1196', '2959']"
722,"['318', '356', '527', '1196', '2571']"
723,"['318', '356', '527', '593']"
724,"['318', '527', '593', '2959']"
725,"['318', '356', '593', '1196', '2571']"
726,"['318', '356', '593', '1196', '2959']"
727,"['318', '356', '593', '1196', '2571']"
728,"['318', '593', '2959']"
729,"['318', '356', '2571']"
730,"['318', '527', '593']"
731,"['318', '356', '527', '2959']"
732,"['318', '356', '527', '1196']"
733,"['318', '356', '593', '2571']"
734,"['318', '527']"
735,"['318', '527', '1196', '2959']"
736,"['318', '356', '527', '593', '2959']"
737,"['318', '356', '527', '593']"
738,"['318', '356', '527', '593', '2571']"
739,"['318', '527', '593']"
740,"['318', '356', '527', '2959']"
741,"['318', '527', '593', '1196', '2571']"
742,"['318', '356', '593', '1196', '2571']"
743,"['318', '356', '527', '1196', '2571']"
744,"['318', '527', '593', '1196', '2571']"
745,"['318', '356', '1196', '2959']"
746,"['318', '593', '2571']"
747,"['318', '356', '593', '1196']"
748,"['318', '356', '527', '1196', '2959']"
749,"['318', '1196', '2571', '2959']"
750,"['356', '527', '593', '1196', '2959']"
751,"['356', '527', '2571']"
752,"['356', '527', '593', '2571', '2959']"
753,"['356', '593', '1196', '2571', '2959']"
754,"['356', '527', '2959']"
755,"['356', '527', '593', '2571', '2959']"
756,"['356', '2571']"
757,"['356', '593', '2959']"
758,"['356', '527', '593', '1196', '2959']"
759,"['356', '527', '2571']"
760,"['356', '1196']"
761,"['356', '1196', '2571']"
762,"['356', '2959']"
763,"['356', '527', '593', '2571', '2959']"
764,"['356', '527', '2571', '2959']"
765,"['356', '527', '2571']"
766,"['356', '527', '2959']"
767,"['356', '527', '1196', '2571']"
768,"['356', '2959']"
769,"['356', '1196', '2571', '2959']"
770,"['356', '1196', '2571']"
772,"['356', '2571', '2959']"
773,"['356', '1196']"
774,"['356', '527', '2571']"
775,"['356', '527', '593', '2571', '2959']"
776,"['356', '527', '2571', '2959']"
777,"['356', '527', '2959']"
778,"['356', '527', '593', '1196', '2571']"
779,"['356', '527', '593', '2571']"
780,"['356', '527', '2571', '2959']"
781,"['356', '527', '593', '2571', '2959']"
782,"['356', '527', '593', '2959']"
784,"['356', '527', '1196', '2959']"
785,"['356', '527', '593', '2571']"
786,"['356', '1196', '2959']"
787,"['356', '527']"
788,"['356', '2571', '2959']"
789,"['356', '593', '1196']"
790,"['356', '527']"
791,"['356', '593']"
792,"['356', '527']"
793,"['356', '593', '2571', '2959']"
794,"['356', '1196', '2959']"
795,"['356', '527', '1196', '2571', '2959']"
796,"['356', '1196', '2959']"
797,"['356', '1196', '2959']"
798,"['356', '1196', '2571', '2959']"
799,"['356', '593', '1196', '2571', '2959']"
800,"['356', '1196', '2571', '2959']"
801,"['356', '527']"
802,"['356', '527']"
803,"['356', '527', '593', '2959']"
804,"['356', '527', '2959']"
805,"['356', '527', '1196', '2571']"
806,"['356', '2571', '2959']"
807,"['356', '2571', '2959']"
808,"['356', '593', '2959']"
