,movie_candidates
428,"['318', '1196', '2571']"
429,"['318', '593', '1196']"
430,"['318', '356']"
431,"['318', '356', '1196']"
432,"['318', '356', '593']"
433,"['318', '1196', '2959']"
434,"['318', '1196', '2571']"
435,"['318', '356', '527']"
436,"['318', '356', '527']"
437,"['318', '593', '2959']"
438,"['318', '356', '2571']"
439,"['318', '356', '527']"
440,"['318', '593']"
441,"['318', '593', '2571']"
442,"['318', '527', '593']"
443,"['318', '593']"
444,"['318', '356', '527']"
445,"['318', '593', '2571']"
446,"['318', '356', '527']"
447,"['318', '356', '593']"
448,"['318', '527', '1196']"
449,"['318', '356', '1196']"
450,"['318', '527', '593']"
451,"['318', '593', '2571']"
452,"['318', '356', '527']"
453,"['318', '356', '527']"
454,"['318', '356', '593']"
455,"['318', '1196', '2571']"
456,"['318', '356', '527']"
457,"['318', '2571', '2959']"
458,"['318', '2571', '2959']"
459,"['318', '356', '2571']"
460,"['318', '527']"
461,"['318', '356', '527']"
462,"['318', '527', '593']"
463,"['318', '593', '1196']"
464,"['318', '527', '1196']"
465,"['318', '356', '527']"
466,"['318', '593', '2571']"
467,"['318', '593', '1196']"
468,"['318', '527', '593']"
469,"['318', '527', '593']"
470,"['318', '356', '527']"
471,"['318', '356', '593']"
472,"['318', '527', '1196']"
473,"['318', '527', '593']"
474,"['318', '527', '1196']"
475,"['318', '527', '1196']"
476,"['318', '1196', '2959']"
477,"['318', '356', '593']"
478,"['318', '356', '593']"
479,"['318', '356', '527']"
480,"['318', '527', '1196']"
481,"['318', '527', '1196']"
482,"['318', '356', '527']"
483,"['318', '2959']"
484,"['318', '527', '1196']"
485,"['318', '356', '527']"
486,"['318', '356', '527']"
487,"['318', '356', '1196']"
488,"['318', '356', '593']"
489,"['318', '527', '2959']"
490,"['318', '593', '1196']"
491,"['318', '356', '593']"
492,"['318', '527', '2571']"
493,"['318', '1196', '2571']"
494,"['318', '356', '593']"
495,"['318', '356', '2571']"
496,"['318', '356', '2959']"
497,"['318', '527', '2959']"
498,"['318', '356', '593']"
499,"['318', '593', '2571']"
500,"['356', '1196']"
501,"['356', '527', '1196']"
502,"['356', '2959']"
503,"['356', '2571']"
504,"['356', '527', '593']"
505,"['356', '527', '593']"
506,"['356', '593']"
507,"['356', '527', '1196']"
508,"['356', '527', '1196']"
509,"['356', '527']"
510,"['356', '527', '593']"
511,"['356', '593', '2959']"
512,"['356', '527']"
513,"['356', '2959']"
514,"['356', '527', '1196']"
515,"['356', '527', '593']"
516,"['356', '593', '1196']"
517,"['356', '593', '1196']"
518,"['356', '593', '2571']"
519,"['356', '527', '593']"
520,"['356', '527', '1196']"
521,"['356', '527', '593']"
522,"['356', '527']"
523,"['356', '527', '593']"
524,"['356', '1196', '2959']"
525,"['356', '593', '1196']"
526,"['356', '2959']"
527,"['356', '593', '2571']"
529,"['356', '593', '1196']"
530,"['356', '593', '2571']"
531,"['356', '1196']"
532,"['356', '527', '1196']"
533,"['356', '593', '1196']"
534,"['356', '527']"
535,"['356', '527', '1196']"
536,"['356', '527', '593']"
537,"['356', '1196']"
538,"['356', '593', '1196']"
539,"['356', '527', '2959']"
540,"['356', '527', '593']"
541,"['356', '1196', '2571']"
542,"['356', '527', '1196']"
543,"['356', '527', '593']"
544,"['356', '593', '1196']"
546,"['356', '593', '2959']"
547,"['356', '527', '593']"
548,"['356', '527', '1196']"
549,"['356', '593', '1196']"
550,"['356', '593', '2959']"
551,"['356', '527', '593']"
552,"['356', '527', '593']"
553,"['356', '593', '1196']"
554,"['356', '527', '593']"
555,"['356', '593', '1196']"
556,"['356', '2959']"
557,"['356', '527', '2959']"
558,"['356', '1196', '2571']"
559,"['356', '527', '593']"
560,"['356', '593', '1196']"
561,"['356', '527', '2959']"
562,"['356', '527', '2571']"
563,"['356', '593']"
564,"['356', '527', '593']"
565,"['356', '527', '1196']"
566,"['356', '527', '1196']"
567,"['356', '527', '593']"
568,"['356', '527', '1196']"
569,"['356', '1196']"
570,"['356', '593']"
571,"['356', '593', '1196']"
572,"['356', '527', '593']"
573,"['356', '527', '593']"
574,"['356', '593']"
575,"['356', '527', '593']"
576,"['356', '593', '1196']"
577,"['356', '527', '1196']"
578,"['356', '593', '1196']"
579,"['356', '2571', '2959']"
580,"['356', '527', '593']"
581,"['356', '527', '593']"
582,"['356', '527', '2959']"
583,"['356', '527', '593']"
584,"['356', '593']"
585,"['356', '593', '2571']"
586,"['356', '593', '2959']"
587,"['356', '527', '593']"
588,"['356', '527', '593']"
589,"['356', '593', '1196']"
590,"['356', '527', '2959']"
591,"['356', '527', '593']"
592,"['356', '527', '593']"
593,"['356', '593', '1196']"
594,"['356', '593', '1196']"
595,"['356', '527', '593']"
596,"['356', '593', '1196']"
597,"['356', '593', '1196']"
598,"['356', '527', '593']"
599,"['356', '527', '1196']"
600,"['527', '593', '2571']"
601,"['527', '593', '2571']"
602,"['527', '2571']"
603,"['527', '593', '2571']"
604,"['527', '593', '1196']"
605,"['527', '1196', '2571']"
606,"['527', '1196', '2959']"
607,"['527', '1196', '2571']"
608,"['527', '2571', '2959']"
609,"['527', '1196', '2959']"
610,"['527', '593', '2571']"
611,"['527', '1196', '2571']"
612,"['527', '2571']"
613,"['527', '1196']"
614,"['527', '593', '1196']"
615,"['527', '1196', '2571']"
616,"['527', '593', '1196']"
617,"['527', '593', '2571']"
618,"['527', '593', '2571']"
619,"['527', '593', '2571']"
620,"['527', '593', '1196']"
621,"['527', '593', '1196']"
622,"['527', '1196']"
623,"['527', '2959']"
624,"['527', '593', '2571']"
625,"['527', '593', '2959']"
626,"['527', '2571']"
627,"['527', '2571', '2959']"
628,"['527', '1196', '2959']"
629,"['527', '2571']"
630,"['527', '1196', '2571']"
631,"['527', '593', '1196']"
632,"['527', '1196', '2571']"
633,"['527', '593', '2571']"
634,"['527', '593', '2571']"
635,"['527', '593', '2571']"
636,"['527', '593', '1196']"
637,"['527', '2571']"
638,"['527', '593', '2959']"
639,"['527', '593', '1196']"
640,"['527', '2571']"
641,"['527', '1196', '2571']"
643,"['527', '593', '1196']"
644,"['527', '2959']"
645,"['527', '593']"
646,"['527', '1196', '2959']"
647,"['527', '593', '2571']"
648,"['527', '1196', '2959']"
649,"['527', '593']"
650,"['527', '593', '2571']"
651,"['527', '1196', '2571']"
652,"['527', '593']"
653,"['527', '2571']"
654,"['527', '1196']"
655,"['527', '1196']"
656,"['527', '593', '1196']"
657,"['527', '593', '2571']"
658,"['527', '1196', '2571']"
659,"['527', '593', '1196']"
660,"['527', '593', '1196']"
661,"['527', '2571', '2959']"
662,"['527', '593', '1196']"
663,"['527', '1196', '2571']"
664,"['527', '593', '1196']"
665,"['527', '593']"
666,"['527', '1196', '2959']"
667,"['527', '1196']"
668,"['527', '593', '2959']"
669,"['527', '593', '1196']"
671,"['527', '593', '2571']"
672,"['527', '593', '1196']"
673,"['527', '593']"
674,"['527', '1196', '2571']"
675,"['527', '1196', '2959']"
677,"['527', '1196']"
678,"['527', '593', '2571']"
679,"['527', '1196', '2959']"
680,"['527', '2959']"
681,"['527', '593']"
682,"['527', '593', '1196']"
683,"['527', '593']"
684,"['527', '2959']"
685,"['527', '593', '1196']"
686,"['527', '2959']"
687,"['527', '593', '1196']"
688,"['527', '593', '1196']"
689,"['527', '1196', '2959']"
690,"['527', '593', '1196']"
691,"['527', '2571', '2959']"
692,"['527', '593', '1196']"
693,"['527', '1196', '2571']"
694,"['527', '593', '1196']"
695,"['527', '1196', '2571']"
696,"['527', '593', '2571']"
697,"['527', '1196', '2571']"
698,"['527', '2959']"
699,"['527', '593', '2959']"
700,"['593', '2571']"
702,"['593', '2571']"
703,"['593', '1196', '2959']"
704,"['593', '1196', '2571']"
706,"['593', '2571']"
707,"['593', '1196']"
708,"['593', '2959']"
709,"['593', '1196', '2571']"
710,"['593', '1196', '2571']"
711,"['593', '1196', '2571']"
712,"['593', '2571', '2959']"
713,"['593', '2571', '2959']"
714,"['593', '1196', '2959']"
715,"['593', '1196', '2571']"
716,"['593', '2571']"
717,"['593', '2571', '2959']"
718,"['593', '2571']"
720,"['593', '1196', '2571']"
721,"['593', '2959']"
722,"['593', '1196', '2571']"
723,"['593', '1196', '2959']"
724,"['593', '1196']"
726,"['593', '1196', '2959']"
727,"['593', '2571']"
728,"['593', '2959']"
729,"['593', '1196']"
730,"['593', '1196', '2571']"
732,"['593', '2571', '2959']"
733,"['593', '1196', '2571']"
734,"['593', '1196', '2571']"
735,"['593', '1196', '2571']"
736,"['593', '1196', '2959']"
737,"['593', '2959']"
739,"['593', '2959']"
740,"['593', '2571', '2959']"
741,"['593', '1196', '2571']"
742,"['593', '1196', '2571']"
743,"['593', '1196', '2959']"
745,"['593', '1196', '2571']"
746,"['593', '2571', '2959']"
747,"['593', '2571', '2959']"
748,"['593', '2959']"
749,"['593', '2571']"
750,"['593', '1196', '2571']"
751,"['593', '1196']"
752,"['593', '1196', '2571']"
753,"['593', '2571', '2959']"
754,"['593', '1196', '2571']"
755,"['593', '2571', '2959']"
756,"['593', '2571']"
757,"['593', '1196', '2959']"
758,"['593', '1196', '2571']"
759,"['593', '2959']"
760,"['593', '1196']"
761,"['593', '2571', '2959']"
762,"['593', '1196', '2959']"
763,"['593', '2571', '2959']"
764,"['593', '1196', '2959']"
765,"['593', '2959']"
766,"['593', '1196', '2571']"
768,"['593', '1196']"
771,"['593', '2571']"
772,"['593', '1196', '2571']"
774,"['593', '2959']"
775,"['593', '2959']"
776,"['593', '1196']"
777,"['593', '2571', '2959']"
778,"['593', '1196', '2571']"
779,"['593', '2959']"
780,"['593', '2959']"
781,"['593', '1196', '2571']"
782,"['593', '2571']"
783,"['593', '1196', '2959']"
784,"['593', '1196', '2571']"
785,"['593', '1196']"
787,"['593', '2571', '2959']"
788,"['593', '1196', '2571']"
789,"['593', '1196']"
790,"['593', '2571', '2959']"
791,"['593', '2571']"
792,"['593', '1196', '2571']"
793,"['593', '1196']"
795,"['593', '1196', '2571']"
796,"['593', '1196', '2571']"
797,"['593', '2571']"
798,"['593', '2959']"
799,"['593', '1196', '2571']"
802,"['2571', '2959']"
806,"['2571', '2959']"
807,"['2571', '2959']"
808,"['2571', '2959']"
810,"['2571', '2959']"
812,"['2571', '2959']"
813,"['2571', '2959']"
815,"['2571', '2959']"
816,"['2571', '2959']"
817,"['2571', '2959']"
819,"['2571', '2959']"
823,"['2571', '2959']"
824,"['2571', '2959']"
825,"['2571', '2959']"
827,"['2571', '2959']"
829,"['2571', '2959']"
831,"['2571', '2959']"
834,"['2571', '2959']"
835,"['2571', '2959']"
838,"['2571', '2959']"
845,"['2571', '2959']"
847,"['2571', '2959']"
849,"['2571', '2959']"
852,"['2571', '2959']"
854,"['2571', '2959']"
855,"['2571', '2959']"
856,"['2571', '2959']"
858,"['2571', '2959']"
859,"['2571', '2959']"
860,"['2571', '2959']"
861,"['2571', '2959']"
862,"['2571', '2959']"
865,"['2571', '2959']"
867,"['2571', '2959']"
872,"['2571', '2959']"
874,"['2571', '2959']"
875,"['2571', '2959']"
878,"['2571', '2959']"
881,"['2571', '2959']"
882,"['2571', '2959']"
884,"['2571', '2959']"
886,"['2571', '2959']"
888,"['2571', '2959']"
889,"['2571', '2959']"
893,"['2571', '2959']"
897,"['2571', '2959']"
898,"['2571', '2959']"
