,movie_candidates
224,260 1196
225,260 1196
226,260 318
227,260 1196
228,260 1196
229,260 296
230,260 1196
231,260 1196
232,260 318
233,260 318
234,260 318
235,260 318
236,260 318
237,260 1196
238,260 1196
239,260 296
240,260 318
241,260 318
242,260 1196
243,260 1196
244,260 1196
245,260 296
246,260 296
247,260 1196
248,260 318
249,260 1196
250,260 318
251,260 318
252,260 318
253,260 318
254,260 318
255,260 1196
256,260 318
257,260 1196
258,260 1196
259,260 1196
260,260 1196
261,260 318
262,260 318
263,260 318
264,260 318
265,260 318
266,260 318
267,260 318
268,260 318
269,260 318
270,260 1196
271,260 318
272,260 1196
273,260 1196
274,260 318
275,260 318
276,260 1196
277,260 318
278,260 1196
279,260 1196
280,260 1196
281,260 318
282,260 1196
283,260 318
284,260 1196
285,260 318
286,260 1196
287,260 1196
288,260 1196
289,260 318
290,260 318
291,260 318
292,260 318
293,260 318
294,260 318
295,260 318
296,260 318
297,260 318
298,260 1196
299,260 318
300,296 110
301,296 110
302,296 110
303,296 110
304,296 110
305,296 110
306,296 110
307,296 110
308,296 110
309,296 110
310,296 110
311,296 110
312,296 110
313,296 110
314,296 110
315,296 110
316,296 110
317,296 110
318,296 110
319,296 110
320,296 110
321,296 110
322,296 110
323,296 110
324,296 110
325,296 110
326,296 110
327,296 110
328,296 110
329,296 110
330,296 110
331,296 110
332,296 110
333,296 110
334,296 110
335,296 110
336,296 110
337,296 110
338,296 110
339,296 110
340,296 110
341,296 110
342,296 110
343,296 110
344,296 110
345,296 110
346,296 110
347,296 110
348,296 110
349,296 110
350,296 110
351,296 110
352,296 110
353,296 110
354,296 110
355,296 110
356,296 110
357,296 110
358,296 110
359,296 110
360,296 110
361,296 110
362,296 110
363,296 110
364,296 110
365,296 110
366,296 110
367,296 110
368,296 110
369,296 110
370,296 110
371,296 110
372,296 110
373,296 110
374,296 110
375,296 110
376,296 110
377,296 110
378,296 110
379,296 110
380,296 110
381,296 110
382,296 110
383,296 110
384,296 110
385,296 110
386,296 110
387,296 110
388,296 110
389,296 110
390,296 110
391,296 110
392,296 110
393,296 110
394,296 110
395,296 110
396,296 110
397,296 110
398,296 110
399,296 110
400,318 110
401,318 110
402,318 296
403,318 110
404,318 296
405,318 110
406,318 110
407,318 296
408,318 296
409,318 296
410,318 296
411,318 110
412,318 296
413,318 296
414,318 296
415,318 296
416,318 110
417,318 110
418,318 296
419,318 296
420,318 296
421,318 296
422,318 296
423,318 296
424,318 110
425,318 296
426,318 296
427,318 110
428,318 296
429,318 110
430,318 296
431,318 296
432,318 296
433,318 296
434,318 296
435,318 296
436,318 296
437,318 296
438,318 110
439,318 296
440,318 296
441,318 110
442,318 296
443,318 296
444,318 296
445,318 296
446,318 296
447,318 110
448,318 296
449,318 296
450,318 296
451,318 296
452,318 296
453,318 110
454,318 296
455,318 296
456,318 296
457,318 296
458,318 296
459,318 110
460,318 296
461,318 296
462,318 296
463,318 296
464,318 110
465,318 296
466,318 296
467,318 110
468,318 296
469,318 296
470,318 110
471,318 296
472,318 110
473,318 296
474,318 110
475,318 110
476,318 296
477,318 296
478,318 296
479,318 296
480,318 296
481,318 110
482,318 110
483,318 296
484,318 296
485,318 296
486,318 110
487,318 296
488,318 296
489,318 296
490,318 296
491,318 110
492,318 110
493,318 296
494,318 296
495,318 110
496,318 296
497,318 296
498,318 296
499,318 296
500,356 2959
501,356 2959
502,356 2959
503,356 593
504,356 593
505,356 2959
506,356 593
507,356 593
508,356 593
509,356 2959
510,356 2959
511,356 593
512,356 593
513,356 593
514,356 2959
515,356 1196
516,356 593
517,356 2959
518,356 593
519,356 593
520,356 593
521,356 593
522,356 593
523,356 2959
524,356 593
525,356 2959
526,356 593
527,356 593
528,356 1196
529,356 2959
530,356 593
531,356 2959
532,356 2959
533,356 2959
534,356 2959
535,356 593
536,356 593
537,356 593
538,356 593
539,356 593
540,356 593
541,356 593
542,356 2959
543,356 2959
544,356 2959
545,356 593
546,356 593
547,356 593
548,356 593
549,356 2959
550,356 593
551,356 593
552,356 593
553,356 593
554,356 2959
555,356 593
556,356 2959
557,356 2959
558,356 593
559,356 593
560,356 2959
561,356 593
562,356 593
563,356 593
564,356 <eos>
565,356 <eos>
566,356 593
567,356 593
568,356 593
569,356 2959
570,356 593
571,356 593
572,356 593
573,356 593
574,356 2959
575,356 2959
576,356 593
577,356 2959
578,356 593
579,356 2959
580,356 593
581,356 593
582,356 2959
583,356 593
584,356 593
585,356 593
586,356 593
587,356 2959
588,356 593
589,356 2959
590,356 593
591,356 593
592,356 2959
593,356 593
594,356 2959
595,356 2959
596,356 2959
597,356 2959
598,356 593
599,356 2959
600,527 1196
601,527 1196
602,527 260
603,527 1196
604,527 296
605,527 1196
606,527 1196
607,527 260
608,527 318
609,527 1196
610,527 1196
611,527 1196
612,527 318
613,527 260
614,527 1196
615,527 318
616,527 318
617,527 296
618,527 296
619,527 318
620,527 318
621,527 1196
622,527 1196
623,527 260
624,527 296
625,527 318
626,527 260
627,527 260
628,527 318
629,527 260
630,527 1196
631,527 260
632,527 1196
633,527 318
634,527 260
635,527 1196
636,527 318
637,527 318
638,527 260
639,527 1196
640,527 1196
641,527 1196
642,527 1196
643,527 318
644,527 1196
645,527 260
646,527 260
647,527 318
648,527 296
649,527 1196
650,527 318
651,527 296
652,527 1196
653,527 1196
654,527 260
655,527 1196
656,527 1196
657,527 1196
658,527 318
659,527 318
660,527 1196
661,527 318
662,527 318
663,527 318
664,527 1196
665,527 318
666,527 1196
667,527 1196
668,527 260
669,527 296
670,527 1196
671,527 318
672,527 1196
673,527 260
674,527 260
675,527 318
676,527 1196
677,527 1196
678,527 1196
679,527 1196
680,527 1196
681,527 1196
682,527 1196
683,527 318
684,527 1196
685,527 1196
686,527 1196
687,527 260
688,527 1196
689,527 1196
690,527 1196
691,527 296
692,527 318
693,527 260
694,527 260
695,527 260
696,527 1196
697,527 260
698,527 260
699,527 260
700,593 2959
701,593 2959
702,593 2959
703,593 2959
704,593 2959
705,593 2959
706,593 2959
707,593 2959
708,593 2959
709,593 2959
710,593 2959
711,593 2959
712,593 2959
713,593 527
714,593 2959
715,593 2959
716,593 2959
717,593 2959
718,593 2959
719,593 2959
720,593 2959
721,593 2959
722,593 2959
723,593 2959
724,593 2959
725,593 2959
726,593 2959
727,593 2959
728,593 2959
729,593 2959
730,593 2959
731,593 2959
732,593 2959
733,593 2959
734,593 2959
735,593 2959
736,593 2959
737,593 2959
738,593 2959
739,593 <eos>
740,593 2959
741,593 2959
742,593 2959
743,593 2959
744,593 2959
745,593 2959
746,593 2959
747,593 2959
748,593 2959
749,593 2959
750,593 2959
751,593 2959
752,593 2959
753,593 2959
754,593 2959
755,593 2959
756,593 2959
757,593 2959
758,593 2959
759,593 2959
760,593 2959
761,593 2959
762,593 2959
763,593 2959
764,593 2959
765,593 2959
766,593 2959
767,593 <eos>
768,593 2959
769,593 2959
770,593 2959
771,593 2959
772,593 2959
773,593 2959
774,593 <eos>
775,593 2959
776,593 2959
777,593 2959
778,593 2959
779,593 2959
780,593 2959
781,593 2959
782,593 2959
783,593 2959
784,593 2959
785,593 2959
786,593 2959
787,593 2959
788,593 2959
789,593 2959
790,593 2959
791,593 2959
792,593 2959
793,593 2959
794,593 2959
795,593 2959
796,593 2959
797,593 2959
798,593 2959
799,593 2959
800,2571 593
801,2571 356
802,2571 593
803,2571 356
804,2571 2959
805,2571 593
806,2571 593
807,2571 593
808,2571 2959
809,2571 <eos>
810,2571 356
811,2571 356
812,2571 593
813,2571 356
814,2571 356
815,2571 593
816,2571 356
817,2571 593
818,2571 2959
819,2571 593
820,2571 356
821,2571 356
822,2571 356
823,2571 593
824,2571 2959
825,2571 527
826,2571 356
827,2571 356
828,2571 356
829,2571 593
830,2571 356
831,2571 593
832,2571 593
833,2571 356
834,2571 356
835,2571 593
836,2571 593
837,2571 593
838,2571 356
839,2571 593
840,2571 2959
841,2571 356
842,2571 <eos>
843,2571 356
844,2571 2959
845,2571 593
846,2571 593
847,2571 356
848,2571 593
849,2571 356
850,2571 356
851,2571 593
852,2571 356
853,2571 356
854,2571 356
855,2571 2959
856,2571 593
857,2571 593
858,2571 2959
859,2571 593
860,2571 356
861,2571 593
862,2571 356
863,2571 356
864,2571 593
865,2571 356
866,2571 356
867,2571 593
868,2571 356
869,2571 593
870,2571 356
871,2571 <eos>
872,2571 356
873,2571 593
874,2571 356
875,2571 593
876,2571 2959
877,2571 356
878,2571 593
879,2571 356
880,2571 593
881,2571 356
882,2571 593
883,2571 356
884,2571 593
885,2571 593
886,2571 356
887,2571 593
888,2571 593
889,2571 2959
890,2571 2959
891,2571 356
892,2571 356
893,2571 593
894,2571 593
895,2571 356
896,2571 356
897,2571 593
898,2571 356
899,2571 593
