,movie_candidates
115,110 593 296 527 2571
116,110 593 1196 296 356
117,110 593 296 356 318
118,110 593 296 318 260
119,110 593 1196 296 2571
120,110 593 296 318 527
121,110 593 296 318 527
122,110 593 296 356 318
123,110 593 296 318 527
124,110 593 1196 296 356
125,110 593 1196 296 356
126,110 593 1196 296 356
127,110 593 296 2959 260
128,110 593 296 318 527
129,110 593 1196 296 356
130,110 593 1196 296 356
131,110 593 1196 296 356
132,110 593 1196 296 356
133,110 593 296 318 527
134,110 593 296 527 2571
135,110 593 296 527 2571
136,110 593 296 356 527
137,110 593 296 356 2571
138,110 593 296 356 318
139,110 593 296 356 318
140,110 593 1196 296 356
141,110 593 296 356 318
142,110 593 296 318 527
143,110 593 296 356 318
144,110 593 296 527 2571
145,110 593 296 356 318
146,110 593 296 318 527
147,110 593 296 356 318
148,110 593 296 2959 110
149,110 593 296 2571 593
150,110 593 1196 296 356
151,110 593 296 2959 110
152,110 593 1196 296 356
153,110 593 296 318 260
154,110 593 1196 296 356
155,110 296 356 2571 <eos>
156,110 593 296 356 318
157,110 593 1196 296 356
158,110 593 296 2959 260
159,110 593 296 356 318
160,110 593 296 2959 110
161,110 593 1196 296 356
162,110 1196 296 318 2571
163,110 296 2571 110 296
164,110 593 296 356 318
165,110 593 296 356 318
166,110 593 296 356 318
167,110 593 296 318 260
168,110 593 296 356 527
169,110 593 296 2959 260
170,110 593 1196 296 356
171,110 593 296 356 2959
172,110 593 296 356 2959
173,110 296 2571 110 296
174,110 593 296 318 260
175,110 593 296 2959 110
176,110 593 296 2959 110
177,110 593 296 527 2571
178,110 593 296 2959 110
179,110 593 296 356 318
180,110 593 296 318 527
181,110 593 1196 296 356
182,110 593 296 356 318
183,110 593 296 356 318
184,110 593 1196 296 356
185,110 593 1196 296 356
186,110 593 296 527 2571
187,110 593 296 527 2571
188,110 593 1196 296 318
189,110 593 1196 296 356
190,110 593 1196 296 356
191,110 593 296 527 2571
192,110 593 1196 296 356
193,110 593 296 318 260
194,110 593 296 356 318
195,110 593 1196 296 356
196,110 593 296 527 2571
197,110 593 1196 296 318
198,110 593 296 356 318
199,110 593 1196 296 356
200,110 593 296 2571 593
201,110 593 296 527 2571
202,110 593 296 356 318
203,110 593 296 2959 260
204,110 593 296 318 260
205,110 593 296 318 527
206,110 593 1196 296 356
207,110 593 296 356 318
208,110 593 296 318 527
209,110 593 296 2959 110
210,110 593 1196 296 356
211,110 593 296 356 318
212,110 1196 296 356 527
213,110 593 296 527 2571
214,110 1196 296 2571 <eos>
215,110 593 1196 296 356
216,110 593 1196 296 318
217,110 593 1196 296 356
218,110 593 1196 296 356
219,110 593 296 356 2959
220,110 593 296 356 2959
221,110 593 296 318 527
222,110 593 296 356 318
223,110 593 296 527 2571
224,110 593 1196 296 356
225,110 593 296 356 318
226,110 593 296 356 2959
227,110 593 1196 296 356
228,110 593 296 2959 110
229,110 593 296 2959 110
230,110 593 296 2571 260
231,110 593 296 318 260
232,110 593 296 356 318
233,110 593 1196 296 356
234,110 593 296 356 318
235,110 296 318 2571 110
236,110 593 1196 296 356
237,110 593 1196 296 356
238,110 593 296 318 260
239,110 593 296 2959 110
240,110 593 1196 296 318
241,110 593 296 356 318
242,110 593 296 356 527
243,110 593 296 356 318
244,110 593 296 318 527
245,110 593 1196 296 356
246,110 593 296 356 318
247,110 593 1196 296 356
248,110 593 296 318 527
249,110 593 296 527 2571
250,110 1196 296 318 2571
251,110 593 1196 296 356
252,110 593 296 527 2571
253,110 593 296 356 318
254,110 296 318 527 260
255,110 593 296 318 527
256,110 593 1196 296 356
257,110 593 296 527 2571
258,110 593 296 356 318
259,110 593 296 318 260
260,110 593 296 356 318
261,110 593 1196 296 356
262,110 593 1196 296 356
263,110 593 1196 296 318
264,110 593 296 318 2571
265,110 593 296 356 318
266,110 593 296 2571 593
267,110 593 1196 296 356
268,110 593 1196 296 356
269,110 593 296 356 527
270,110 593 1196 296 356
271,110 593 296 356 527
272,110 593 296 2959 260
273,110 593 296 356 318
274,110 593 296 356 2571
275,110 593 296 527 2571
276,110 593 1196 296 356
277,110 593 296 2959 260
278,110 1196 296 318 527
279,110 593 296 2959 260
280,110 593 1196 296 318
281,110 593 1196 296 527
282,110 593 1196 296 318
283,110 296 356 2571 <eos>
284,110 593 1196 296 356
285,110 1196 296 318 2571
286,110 593 296 318 527
287,110 593 296 356 318
288,110 593 296 318 527
289,110 593 296 318 2571
290,110 593 1196 296 356
291,110 296 356 318 2571
292,110 593 296 318 260
293,110 593 296 356 318
294,110 593 1196 296 356
295,110 593 296 356 318
296,110 593 296 2959 260
297,110 593 296 356 318
298,110 593 296 356 318
299,110 593 1196 296 356
300,1196 296 2571 2959 110
301,1196 296 356 527 2571
302,1196 296 2571 2959 110
303,1196 296 356 318 527
304,1196 296 527 2959 296
305,1196 296 2571 2959 <eos>
306,1196 296 318 <eos> 593
307,1196 296 356 318 2571
308,1196 296 356 318 2571
309,1196 296 356 527 2571
310,1196 296 356 527 260
311,1196 296 527 260 110
312,1196 296 527 260 110
313,1196 296 2571 593 296
314,1196 296 2571 110 593
315,1196 296 356 318 2959
316,1196 296 356 318 527
317,1196 296 356 2959 <eos>
318,1196 296 2571 2959 260
319,1196 296 2571 2959 260
320,1196 296 2571 2959 <eos>
321,1196 296 356 527 2571
322,1196 296 527 260 110
323,1196 296 356 318 2571
324,1196 296 2571 <eos> 260
325,1196 296 356 318 527
326,1196 296 2571 2959 110
327,1196 296 527 260 110
328,1196 296 356 527 <eos>
329,1196 296 356 318 527
330,1196 296 318 <eos> 593
331,1196 296 2571 <eos> 260
332,1196 296 2571 2959 110
333,1196 296 2571 <eos> 260
334,1196 296 2959 110 1196
335,1196 296 356 318 527
336,1196 296 527 260 110
337,1196 296 318 527 2571
338,1196 296 356 527 260
339,1196 296 527 260 593
340,1196 296 2571 2959 110
341,1196 296 356 318 527
342,1196 296 356 2571 2959
343,1196 296 527 260 110
344,1196 296 2571 2959 110
345,1196 296 356 318 2571
346,1196 296 527 260 593
347,1196 296 2571 2959 110
348,1196 296 356 318 527
349,1196 296 318 527 <eos>
350,1196 296 356 2571 2959
351,1196 296 356 318 527
352,1196 296 356 527 <eos>
353,1196 296 2571 2959 110
354,1196 296 2571 2959 110
355,1196 296 2571 2959 260
356,1196 296 2571 <eos> 260
357,1196 296 2571 2959 110
358,1196 296 356 318 527
359,1196 296 527 2959 593
360,1196 296 356 527 2571
361,1196 296 <eos> 260 593
362,1196 296 318 527 2571
363,1196 296 2571 2959 110
364,1196 296 356 2959 <eos>
365,1196 296 2571 2959 260
366,1196 296 2571 <eos> 260
367,1196 296 356 2959 <eos>
368,1196 296 356 318 527
369,1196 296 356 2959 <eos>
370,1196 296 2571 2959 260
371,1196 296 527 2959 296
372,1196 296 318 2959 <eos>
373,1196 296 527 260 110
374,1196 296 2571 <eos> 260
375,1196 296 356 318 527
376,1196 296 356 260 593
377,1196 296 527 2571 <eos>
378,1196 296 2571 2959 260
379,1196 296 527 260 110
380,1196 296 356 318 527
381,1196 296 <eos> 260 593
382,1196 296 527 260 110
383,1196 296 356 318 527
384,1196 296 318 527 2571
385,1196 296 356 260 593
386,1196 296 356 318 527
387,1196 296 356 2571 2959
388,1196 296 2571 2959 260
389,1196 296 527 <eos> 110
390,1196 296 527 2959 296
391,1196 296 2571 2959 110
392,1196 296 2959 260 110
393,1196 296 356 318 2571
394,1196 296 356 2571 593
395,1196 296 2571 2959 110
396,1196 296 2571 <eos> 260
397,1196 296 356 527 2571
398,1196 296 2571 2959 <eos>
399,1196 296 527 2959 110
400,1196 296 2571 2959 260
401,1196 296 356 318 2959
402,1196 296 527 2959 593
403,1196 296 356 2959 <eos>
404,1196 296 356 527 260
405,1196 296 356 318 2571
406,1196 296 356 527 260
407,1196 296 356 318 527
408,1196 296 356 318 2571
409,1196 296 356 527 2571
410,1196 296 356 527 260
411,1196 296 2571 2959 110
412,1196 296 356 260 593
413,1196 296 318 527 2959
414,1196 296 2571 2959 260
415,1196 296 527 260 110
416,1196 296 2571 2959 110
417,1196 296 318 2571 2959
418,1196 296 527 2959 296
419,1196 296 527 260 110
420,1196 296 527 2959 296
421,1196 296 356 527 260
422,1196 296 527 260 110
423,1196 296 356 527 260
424,1196 296 2571 2959 110
425,1196 296 527 260 110
426,1196 296 356 527 <eos>
427,1196 296 2571 2959 260
428,1196 296 356 527 <eos>
429,1196 296 356 318 2571
430,1196 296 356 318 527
431,1196 296 2571 2959 260
432,1196 296 356 318 2571
433,1196 296 2571 2959 260
434,1196 296 356 527 2571
435,1196 296 2959 110 1196
436,1196 296 2959 110 1196
437,1196 296 356 527 260
438,1196 296 356 527 2571
439,1196 296 <eos> 260 593
440,1196 296 318 527 2959
441,1196 296 356 318 2571
442,1196 296 2571 2959 110
443,1196 296 2959 110 1196
444,1196 296 356 2571 593
445,1196 296 318 527 2959
446,1196 296 527 2959 110
447,1196 296 356 318 2571
448,1196 296 527 2571 <eos>
449,1196 296 527 2959 110
450,1196 296 318 527 <eos>
451,1196 296 <eos> 1196 296
452,1196 296 527 2959 110
453,1196 296 2571 <eos> 260
454,1196 296 527 260 110
455,1196 296 527 2959 110
456,1196 296 2571 <eos> 260
457,1196 296 356 318 527
458,1196 296 356 527 2959
459,1196 296 2571 2959 110
460,1196 296 2571 <eos> 260
461,1196 296 527 <eos> 296
462,1196 296 356 318 2959
463,1196 296 2571 2959 110
464,1196 296 2571 2959 110
465,1196 296 356 2571 593
466,1196 296 2571 2959 <eos>
467,1196 296 356 318 2571
468,1196 296 527 2959 296
469,1196 296 318 2571 260
470,1196 296 2571 2959 260
471,1196 296 356 527 2571
472,1196 296 2571 <eos> 260
473,1196 296 527 260 110
474,1196 296 2571 <eos> 260
475,1196 296 356 318 527
476,1196 296 356 318 527
477,1196 296 2571 <eos> 260
478,1196 296 2571 2959 110
479,1196 296 318 <eos> 593
480,1196 296 2571 2959 110
481,1196 296 527 2959 296
482,1196 296 318 527 <eos>
483,1196 296 2571 2959 110
484,1196 296 2571 2959 110
485,1196 296 527 260 110
486,1196 296 356 527 260
487,1196 296 356 318 527
488,1196 296 356 527 2571
489,1196 296 2571 2959 <eos>
490,1196 296 356 318 2571
491,1196 296 356 318 2571
492,1196 296 2571 <eos> 260
493,1196 296 356 527 2571
494,1196 296 318 2571 260
495,1196 296 356 527 260
496,1196 296 356 2959 <eos>
497,1196 296 356 527 110
498,1196 296 356 <eos> 260
499,1196 296 527 <eos> 110
500,1196 296 527 2959 <eos>
501,1196 296 527 2571 <eos>
502,1196 296 356 318 527
503,1196 296 2571 2959 110
504,1196 296 2571 2959 260
505,1196 296 356 2571 593
506,1196 296 356 527 <eos>
507,1196 296 356 527 2571
508,1196 296 356 2571 <eos>
509,1196 296 527 2571 <eos>
510,1196 296 2571 2959 110
511,1196 296 356 527 2959
512,1196 296 356 318 2571
513,1196 296 356 2571 260
514,1196 296 356 318 2571
515,1196 296 <eos> 260 593
516,1196 296 527 2959 593
517,1196 296 2571 2959 <eos>
518,1196 296 2571 2959 260
519,1196 296 356 318 2571
520,1196 296 356 527 260
521,1196 296 356 527 2571
522,1196 296 356 527 2571
523,1196 296 356 318 527
524,1196 296 2571 2959 110
525,1196 296 318 527 <eos>
526,1196 296 527 2959 110
527,1196 296 356 527 260
528,1196 296 356 318 2959
529,1196 296 356 527 2571
530,1196 296 356 527 2571
531,1196 296 2571 <eos> 260
532,1196 296 <eos> 260 593
533,1196 296 356 2959 <eos>
534,1196 296 2571 260 110
535,1196 296 2571 2959 110
536,1196 296 356 527 2571
537,1196 296 2959 110 1196
538,1196 296 356 527 260
539,1196 296 2571 2959 260
540,1196 296 318 527 2571
541,1196 296 2571 2959 <eos>
542,1196 296 2571 2959 <eos>
543,1196 296 318 2571 260
544,1196 296 527 2959 296
545,1196 296 2571 <eos> 260
546,1196 296 356 527 2571
547,1196 296 356 318 2571
548,1196 296 356 527 <eos>
549,1196 296 527 2959 593
550,1196 296 356 527 2571
551,1196 296 356 527 2571
552,1196 296 2571 2959 110
553,1196 296 318 2571 2959
554,1196 296 <eos> 260 593
555,1196 296 527 2571 <eos>
556,1196 296 2571 2959 110
557,1196 296 356 260 593
558,1196 296 356 <eos> 260
559,1196 296 356 318 527
560,1196 296 527 2959 110
561,1196 296 2571 2959 110
562,1196 296 356 318 <eos>
563,1196 296 356 318 527
564,1196 296 527 2959 110
565,1196 296 2571 2959 260
566,1196 296 356 318 527
567,1196 296 356 527 2571
568,1196 296 2571 2959 260
569,1196 296 356 527 <eos>
570,1196 296 527 <eos> 110
571,1196 296 356 527 260
572,1196 296 2571 2959 110
573,1196 296 2959 110 1196
574,1196 296 356 318 2571
575,1196 296 2571 2959 <eos>
576,1196 296 527 2571 <eos>
577,1196 296 356 527 260
578,1196 296 2571 2959 110
579,1196 296 2571 2959 260
580,1196 296 356 527 2571
581,1196 296 2571 2959 110
582,1196 296 2571 2959 <eos>
583,1196 296 2571 <eos> 593
584,1196 296 356 318 527
585,1196 296 2571 <eos> 260
586,1196 296 2571 2959 260
587,1196 296 356 2959 <eos>
588,1196 296 318 527 <eos>
589,1196 296 <eos> 260 593
590,1196 296 356 527 260
591,1196 296 527 260 593
592,1196 296 2959 110 1196
593,1196 296 318 527 <eos>
594,1196 296 2571 <eos> 260
595,1196 296 2571 2959 260
596,1196 296 2571 2959 110
597,1196 296 <eos> 260 593
598,1196 296 356 2571 2959
599,1196 296 <eos> 1196 296
600,260 593 1196 296 356
601,260 110 593 296 356
602,260 593 1196 296 356
603,260 110 593 1196 296
604,260 593 1196 296 527
605,260 593 1196 296 356
606,260 1196 296 318 2571
607,260 110 593 296 356
608,260 593 1196 296 356
609,260 593 1196 296 527
610,260 110 593 1196 296
611,260 593 1196 296 2571
612,260 110 593 1196 296
613,260 296 318 2571 260
614,260 593 1196 296 356
615,260 593 1196 296 2571
616,260 593 296 527 593
617,260 110 593 1196 296
618,260 110 1196 296 356
619,260 110 593 1196 296
620,260 1196 296 318 2571
621,260 593 1196 296 356
622,260 110 1196 296 356
623,260 110 1196 296 527
624,260 593 1196 296 527
625,260 593 1196 296 2571
626,260 593 1196 296 2571
627,260 110 593 1196 296
628,260 110 1196 296 356
629,260 110 1196 296 318
630,260 593 1196 296 356
631,260 110 296 318 110
632,260 110 1196 296 356
633,260 593 1196 296 2571
634,260 593 1196 296 356
635,260 593 1196 296 <eos>
636,260 110 296 318 110
637,260 593 296 318 527
638,260 110 1196 296 356
639,260 110 593 1196 296
640,260 593 1196 296 356
641,260 110 1196 296 356
642,260 110 1196 296 356
643,260 1196 296 318 2571
644,260 110 593 1196 296
645,260 593 1196 296 527
646,260 593 296 356 318
647,260 593 1196 296 <eos>
648,260 593 1196 296 527
649,260 593 1196 296 527
650,260 110 593 1196 296
651,260 593 1196 296 <eos>
652,260 593 296 356 318
653,260 110 1196 296 318
654,260 593 1196 296 356
655,260 593 1196 296 2571
656,260 593 1196 296 2571
657,260 593 296 356 527
658,260 110 593 1196 296
659,260 110 593 296 <eos>
660,260 110 593 296 527
661,260 110 593 296 2571
662,260 593 1196 296 356
663,260 110 1196 296 356
664,260 110 1196 296 356
665,260 110 593 1196 296
666,260 110 1196 296 527
667,260 593 296 356 318
668,260 110 593 296 2571
669,260 1196 296 318 2571
670,260 593 296 527 593
671,260 593 296 527 593
672,260 593 1196 296 356
673,260 110 1196 296 318
674,260 593 1196 296 318
675,260 593 1196 296 356
676,260 593 1196 296 356
677,260 110 593 296 2571
678,260 110 1196 296 356
679,260 593 1196 296 2571
680,260 593 1196 296 356
681,260 110 1196 296 356
682,260 1196 296 318 2571
683,260 110 296 356 527
684,260 110 296 356 527
685,260 110 593 1196 296
686,260 110 593 296 <eos>
687,260 593 1196 296 527
688,260 593 1196 296 <eos>
689,260 110 593 296 527
690,260 1196 296 318 2571
691,260 1196 296 356 527
692,260 110 593 1196 296
693,260 1196 296 356 527
694,260 1196 296 356 527
695,260 593 1196 296 356
696,260 110 1196 296 356
697,260 593 1196 296 2571
698,260 593 1196 296 2571
699,260 593 1196 296 527
700,260 593 1196 296 2571
701,260 593 1196 296 527
702,260 593 296 356 318
703,260 593 296 356 318
704,260 110 593 296 <eos>
705,260 110 1196 296 356
706,260 593 1196 296 <eos>
707,260 593 1196 296 356
708,260 110 593 1196 296
709,260 593 1196 296 2571
710,260 110 593 1196 296
711,260 110 593 1196 296
712,260 110 1196 296 356
713,260 593 1196 296 <eos>
714,260 593 1196 296 2571
715,260 593 296 356 318
716,260 593 1196 296 527
717,260 110 1196 296 356
718,260 110 296 318 2959
719,260 593 1196 296 527
720,260 593 1196 296 <eos>
721,260 110 1196 296 356
722,260 593 1196 296 527
723,260 593 296 356 318
724,260 593 1196 296 356
725,260 110 1196 296 356
726,260 110 1196 296 356
727,260 593 1196 296 356
728,260 593 1196 296 527
729,260 593 1196 296 356
730,260 593 1196 296 <eos>
731,260 593 1196 296 356
732,260 593 1196 296 356
733,260 593 1196 296 527
734,260 593 1196 296 527
735,260 1196 296 318 2959
736,260 593 1196 296 356
737,260 593 1196 296 527
738,260 110 1196 296 356
739,260 110 1196 296 318
740,260 1196 296 356 318
741,260 593 1196 296 527
742,260 110 593 1196 296
743,260 110 593 1196 296
744,260 110 593 1196 296
745,260 593 1196 296 356
746,260 593 1196 296 356
747,260 593 1196 296 527
748,260 1196 296 318 2959
749,260 110 593 1196 296
750,260 593 1196 296 527
751,260 593 1196 296 527
752,260 593 296 527 2571
753,260 593 1196 296 2571
754,260 593 1196 296 527
755,260 593 1196 296 <eos>
756,260 110 593 1196 296
757,260 1196 296 318 2571
758,260 110 296 318 110
759,260 110 1196 296 356
760,260 593 1196 296 2571
761,260 593 1196 296 2571
762,260 593 1196 296 527
763,260 593 1196 296 2571
764,260 110 593 1196 296
765,260 593 1196 296 <eos>
766,260 593 1196 296 527
767,260 593 1196 296 2571
768,260 593 296 527 593
769,260 593 296 356 318
770,260 110 593 296 356
771,260 110 593 1196 296
772,260 593 296 356 318
773,260 593 1196 296 527
774,260 110 593 1196 296
775,260 110 1196 296 356
776,260 110 593 1196 296
777,260 593 296 527 593
778,260 110 593 1196 296
779,260 110 296 110 593
780,260 110 593 296 2571
781,260 110 593 1196 296
782,260 593 1196 296 2571
783,260 593 1196 296 2571
784,260 593 1196 296 356
785,260 593 1196 296 356
786,260 110 593 296 2571
787,260 110 1196 296 318
788,260 593 1196 296 <eos>
789,260 593 1196 296 527
790,260 593 1196 296 <eos>
791,260 593 1196 296 527
792,260 593 1196 296 2571
793,260 593 1196 296 356
794,260 110 296 356 527
795,260 110 296 110 593
796,260 1196 296 356 527
797,260 1196 296 356 318
798,260 110 1196 296 356
799,260 110 1196 296 356
800,260 593 1196 296 356
801,260 593 1196 296 2571
802,260 593 1196 296 527
803,260 110 593 1196 296
804,260 110 1196 296 356
805,260 1196 296 318 2571
806,260 593 1196 296 356
807,260 110 593 296 527
808,260 593 1196 296 356
809,260 110 593 1196 296
810,260 593 296 527 593
811,260 110 1196 296 527
812,260 593 1196 296 2571
813,260 593 1196 296 2571
814,260 110 593 296 356
815,260 593 1196 296 2571
816,260 1196 296 318 2571
817,260 110 1196 296 318
818,260 593 1196 296 356
819,260 593 296 356 318
820,260 110 1196 296 356
821,260 593 1196 296 2571
822,260 593 1196 296 <eos>
823,260 593 1196 296 2571
824,260 110 593 1196 296
825,260 1196 296 318 2571
826,260 593 1196 296 356
827,260 593 1196 296 527
828,260 110 593 1196 296
829,260 593 296 356 318
830,260 593 1196 296 527
831,260 110 593 1196 296
832,260 593 1196 296 527
833,260 1196 296 356 527
834,260 593 1196 296 <eos>
835,260 593 1196 296 2571
836,260 593 1196 296 527
837,260 110 296 527 2571
838,260 1196 296 356 2571
839,260 110 296 356 527
840,260 110 296 110 593
841,260 110 1196 296 356
842,260 593 1196 296 356
843,260 593 1196 296 527
844,260 593 296 356 318
845,260 593 1196 296 <eos>
846,260 110 1196 296 356
847,260 593 1196 296 2571
848,260 593 1196 296 2571
849,260 593 1196 296 527
850,260 1196 296 356 527
851,260 593 296 356 318
852,260 110 296 356 318
853,260 593 1196 296 2571
854,260 110 593 1196 296
855,260 593 296 356 318
856,260 593 1196 296 527
857,260 110 296 318 110
858,260 110 1196 296 356
859,260 110 593 1196 296
860,260 593 1196 296 356
861,260 110 1196 296 356
862,260 110 593 296 2571
863,260 593 1196 296 527
864,260 593 1196 296 356
865,260 110 1196 296 356
866,260 593 1196 296 2571
867,260 110 593 296 356
868,260 110 593 296 527
869,260 593 1196 296 527
870,260 110 593 296 356
871,260 110 593 1196 296
872,260 110 296 110 593
873,260 110 1196 296 356
874,260 110 1196 296 356
875,260 593 1196 296 356
876,260 593 1196 296 527
877,260 593 1196 296 527
878,260 593 296 356 318
879,260 110 593 1196 296
880,260 593 1196 296 356
881,260 593 1196 296 2571
882,260 110 593 1196 296
883,260 110 296 318 2959
884,260 593 296 356 318
885,260 110 1196 296 356
886,260 1196 296 318 2571
887,260 593 296 356 318
888,260 593 1196 296 356
889,260 593 1196 296 356
890,260 110 1196 296 <eos>
891,260 593 1196 296 2571
892,260 110 1196 296 356
893,260 110 1196 296 356
894,260 110 593 1196 296
895,260 593 1196 296 <eos>
896,260 593 1196 296 2571
897,260 110 1196 296 318
898,260 593 1196 296 2571
899,260 110 1196 296 356
900,296 318 2571 <eos> 593
901,296 318 527 2571 <eos>
902,296 356 2959 <eos> 260
903,296 356 527 2571 2959
904,296 356 318 527 2959
905,296 318 527 2959 260
906,296 318 2571 <eos> 1196
907,296 318 527 2571 2959
908,296 318 2571 2959 260
909,296 356 2571 <eos> 260
910,296 356 318 527 2571
911,296 318 2571 2959 260
912,296 318 2571 2959 260
913,296 356 2571 <eos> 260
914,296 318 527 110 1196
915,296 318 2571 2959 <eos>
916,296 356 2959 <eos> 110
917,296 356 318 527 <eos>
918,296 356 527 2571 2959
919,296 527 2959 <eos> 260
920,296 356 2959 260 296
921,296 356 2571 <eos> 260
922,296 318 2571 2959 <eos>
923,296 318 2571 2959 <eos>
924,296 318 2571 2959 260
925,296 318 527 2571 2959
926,296 318 527 260 110
927,296 356 318 527 <eos>
928,296 318 2571 2959 110
929,296 318 2571 260 1196
930,296 318 527 2571 2959
931,296 356 593 1196 296
932,296 356 2571 <eos> 260
933,296 318 2571 2959 110
934,296 318 2571 2959 <eos>
935,296 527 2571 <eos> 593
936,296 318 2571 260 1196
937,296 318 593 1196 296
938,296 318 2571 2959 260
939,296 356 527 2959 593
940,296 2571 <eos> 296 356
941,296 318 527 2959 260
942,296 318 593 1196 296
943,296 2571 593 1196 296
944,296 318 527 2571 <eos>
945,296 318 2959 <eos> 110
946,296 356 2571 <eos> 260
947,296 318 527 2571 <eos>
948,296 318 527 2571 <eos>
949,296 318 2571 2959 110
950,296 318 2571 2959 260
951,296 356 318 527 <eos>
952,296 356 318 2571 110
953,296 318 2571 2959 260
954,296 318 527 2571 2959
955,296 2571 <eos> 1196 296
956,296 318 527 2571 <eos>
957,296 318 527 2571 <eos>
958,296 527 2571 <eos> 260
959,296 318 527 2571 2959
960,296 318 2571 2959 <eos>
961,296 2571 2959 260 593
962,296 318 527 2571 2959
963,296 356 2571 <eos> 1196
964,296 318 527 2571 2959
965,296 318 527 110 1196
966,296 356 527 2959 <eos>
967,296 356 2959 <eos> 260
968,296 318 2571 2959 <eos>
969,296 356 2571 <eos> 260
970,296 356 2571 <eos> 260
971,296 318 527 2571 <eos>
972,296 356 318 527 <eos>
973,296 318 2571 2959 260
974,296 318 527 2571 2959
975,296 318 2571 2959 260
976,296 356 527 2571 2959
977,296 356 2571 2959 <eos>
978,296 2571 <eos> 296 356
979,296 2571 2959 260 593
980,296 318 527 110 1196
981,296 318 2959 <eos> 110
982,296 356 527 110 296
983,296 318 527 2571 <eos>
984,296 318 527 2571 <eos>
985,296 318 2571 <eos> 1196
986,296 318 2571 2959 260
987,296 318 2959 <eos> 260
988,296 318 2571 <eos> 260
989,296 318 2959 <eos> 260
990,296 318 527 2571 2959
991,296 356 2959 <eos> 260
992,296 318 527 2571 2959
993,296 318 527 2571 2959
994,296 356 2959 <eos> 260
995,296 356 2959 260 296
996,296 356 593 1196 296
997,296 356 318 527 2959
998,296 356 318 527 2571
999,296 527 2571 <eos> 593
1000,296 356 318 2959 <eos>
1001,296 318 527 2571 <eos>
1002,296 2571 <eos> 296 356
1003,296 356 527 260 593
1004,296 2959 110 593 296
1005,296 318 2571 2959 110
1006,296 318 527 2571 2959
1007,296 318 2571 <eos> 260
1008,296 2959 260 110 1196
1009,296 527 2959 <eos> 110
1010,296 356 527 <eos> 260
1011,296 356 318 527 <eos>
1012,296 318 2571 <eos> 260
1013,296 318 527 2571 2959
1014,296 318 527 2571 <eos>
1015,296 356 527 2959 260
1016,296 318 2571 2959 260
1017,296 318 527 2571 2959
1018,296 318 2959 <eos> 110
1019,296 2571 2959 260 593
